iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
220,38342.920925807113,45728.084831707129,55341.078315071616,46306.113164831077,47852.516285186422,45280.696793139861,40405.329763905676,44883.214562861853,50455.901526445785,50012.556232241383,64910.038368327318,47520.685025953593,48732.312288442678,54514.664619245421,48356.923808180727,48960.693167473357,53726.114174498194,73053.61033337799,60203.305995213632,45426.018127711628,48902.158170000432,43448.744321149992,46064.394172317639,60716.061265631099,44742.151404774078,44318.981092540744,50806.069922006274,43495.216945795837,39800.8896570586,59993.20003691515,48026.612357276914,66414.839596199483,48496.770624826881,47660.702501404245,47020.859333659348,52171.370068058262,47356.552290083833,39536.868981266685,40713.967351678199,44944.565507430103,45419.211232335998,49076.534117477007,50634.068500003857,45127.236103063209,46417.880485064998,47178.701404273139,38782.032554855476,65991.317896926063,51640.572318120088,46286.00076095455,76159.711284037214,55639.397908455401,48722.616258563139,53296.48762013088,42616.552353565479,51286.588907424877,41921.60685487619,53973.491939172927,47033.674186787481,37243.650652613193
240,38695.107133054888,46061.870538569296,55236.177266292303,38632.285395768966,42553.57774836741,48313.236916306392,43039.60525563285,44405.448117902124,50568.078808293736,51135.139418086132,65305.295290478687,48029.818126958198,49359.025983313019,52487.378342836353,54173.757115879249,48691.199473686633,47179.836242431564,66166.999248773325,56736.552799478093,43780.639928467506,46454.160733021279,54146.662744882218,38743.642919028011,52608.333272150914,43772.618062926507,44347.268120456931,50051.355800582198,43366.534793042425,44619.176520956091,65051.346277714569,48857.354858731305,65706.190762866085,44693.654816500122,47988.43764950824,48484.145673770545,54205.301847818591,33611.774355217218,42100.140309674673,32121.795095076221,52160.550487276611,50578.748114218644,55988.091606439579,51050.339133642381,44038.033233397917,45058.236205586531,45071.512265958278,49336.287283342019,55098.735488521976,51774.866791412889,46707.170363386336,44238.779339061606,56188.25506471983,48691.976800912162,60998.477583634638,42681.540040477899,48890.200618875504,43379.809413619056,60304.691978073723,45904.693620880003,50277.277530340201
260,38912.292933215729,46209.443126195991,52491.278688866507,47190.888810810444,52735.995806104445,50894.451561143127,45082.801824911432,53356.873816297732,50357.315141297993,51250.617512477445,60026.292553628868,47872.700370449122,55036.201196278169,48584.372290145162,54363.085392040048,48477.554285614875,47206.379928602451,48532.576055180216,49907.438488782078,44872.782916110613,45038.763969974192,44570.817741694234,39224.956396864211,55086.432677048899,38595.009128375263,44123.796418478734,50149.830917048341,42140.957442611791,39017.102614539712,62124.582022547002,45957.414355513669,61431.835240607703,45567.627279075794,48762.67242256234,44082.209818264346,55602.818353062394,42858.392378435354,42772.75192155713,33702.883209939289,41918.654296696848,40207.027962273707,54609.060417909059,43344.503542158956,46873.783519175005,44986.591176425536,44466.764597718611,50165.455374531019,51641.707895555664,51127.944019448521,46473.283102948844,39470.850301954684,55024.418964272729,48619.704173886064,52351.489721158592,42430.529475068834,52854.634640446573,43453.228784486484,50689.222492589834,45488.426893227792,63129.30010853448
280,40424.046227359227,46151.650107244037,50074.701489744155,45576.150960354753,53554.945438492345,50289.247643386239,46945.819629772639,50306.712839323147,50429.584637635577,49106.755689761223,59654.721695216889,49937.805403670623,54570.672035757518,46470.30690521255,53672.44457878892,48134.389533821224,55679.957734133466,43108.548511169829,54234.628362678275,43258.223606917047,45055.831880988088,53021.775607862008,44377.653999726244,48749.360900025029,39263.591085586202,46323.898662553154,45879.556180919797,43144.335083872167,47124.017904245396,42612.217424203423,45531.542292568927,56269.058032019362,53224.853160551735,48404.898006967116,45548.904489775894,60589.726303275391,45511.230939650697,43417.509105805213,51557.063593809922,46350.082724945554,46579.854591916897,59791.077618673473,37285.608078736128,47208.535659048139,44321.400901432855,44883.352863118766,46006.025435326388,48048.26780973484,51798.942885633682,46485.792158023301,40324.03267924831,53616.71970866686,49260.688117858976,48088.358189993603,40122.53132931533,50805.54460911372,44477.287006097176,45358.124245070911,45900.135834245666,64295.592286143969
300,42980.95217118226,45382.636152904044,51374.705331530618,44871.233919677397,65611.708784617309,55554.251703210306,51993.375120257435,49945.64729933405,50210.119418210954,47687.134607718515,44428.113012507587,49214.855247144966,54241.664616264097,42675.712010198004,44720.265892290045,48142.989384671222,47873.66227634986,47605.323820671969,48816.902811512708,46046.510831824875,47858.197032680713,45410.597425854168,56865.566927941356,49509.925933589839,43186.09492254629,45087.216971003123,50131.981357499128,41206.511802779787,41618.530992248721,46650.769308311472,43543.411171373358,53615.296458559147,47076.102931334128,47474.123130102264,43776.033470492184,60974.935331967383,52264.077114046915,40877.157125237172,53367.805324301124,45105.943689999629,49009.342478436251,62314.34274088301,45339.455109098963,45618.847561056748,43744.662929788719,48153.028966968821,44065.852822873392,45254.770455245096,50719.883014500054,46586.35884194509,36243.810824073589,52809.236515939068,49499.993989885843,44373.435473854079,43897.682045334499,49641.842960517861,44634.53865869061,44871.96421614803,46312.950676926033,50934.640405116792
320,46655.575836899705,46412.051822424764,48825.395027109575,50078.905309986381,37103.723469149547,52736.627458522904,45333.911635890778,55014.22594800873,50221.558112139071,57614.894858813539,43314.844953907821,53022.439527334325,56291.861721238085,52985.81134375315,43804.093646809793,48034.149197704159,67624.837709359912,45872.239259282185,53910.93075097465,46077.507169386314,48397.6072875018,48796.805964819512,61046.152631812925,54291.914670674574,48807.890021354033,47107.068008091628,40860.505257031189,40237.284450131476,45119.23932188387,50911.231438595387,45259.984734658203,58803.880556375021,50869.952464499009,46718.02761024698,49840.939569475362,59723.972321184156,47510.410010932021,48140.190314894222,53741.082604252733,47286.957724399334,44923.63070396633,59298.21617921134,41107.442018801303,48329.444262901641,46924.673181573868,45383.97146830002,48673.572198004775,59909.981590567011,49792.957598939094,49155.78295608754,47020.045022862629,52011.753414546583,51919.871570252442,53344.959541079705,45751.266729841707,49145.248805299081,48268.697939707323,44292.699727972271,46872.206801000488,37360.807677046017
340,41983.124554604045,44810.130746222072,39975.479883909422,63078.914201259482,42184.023869687997,50578.824495702,47928.998440383453,48346.977057373224,50476.226408442817,63170.072961042046,47189.778407178092,51458.888359424724,49366.553953974078,62558.002813830208,52924.104295649173,48670.886872413568,57763.090375184118,44762.677854244983,37007.687331396941,48053.134757414024,49657.154084023823,57075.021095537937,58723.842453820536,52109.605359360867,58295.368501526616,49224.494246426781,39894.225375171656,42941.529017093271,45172.384036203628,53433.883668003436,42518.950799886341,61135.963454166878,42566.507877654949,48140.952112067425,44949.326752557608,56205.202911567496,44851.605188024994,50379.395109393066,58388.743734096948,45909.24305138849,44598.352773182312,64423.523710977555,45825.068422874443,48141.56172324693,48340.96650843395,45737.313495969604,50949.638470509381,48783.314901490128,52261.045957388902,50591.219941709191,46725.79785298511,51386.46283395966,54762.53370648135,60021.016508493696,45708.789118176195,49446.95815138422,50023.897906784608,61224.012389812182,46960.516820971134,38941.525009215773
360,38041.61340538325,42410.628434892453,39147.419968550501,45062.710498780718,38717.173517657451,53396.353123601148,46773.936205729726,51289.955109393035,50836.866670172341,41844.868105638838,58444.641288581188,50555.931658419577,48750.016186130015,41475.174659126118,44805.951541841911,48614.856845513386,49301.821268471489,44956.17691023591,48218.984191196818,49463.258078958344,47561.09976563634,59280.694084988216,55601.272982291339,68172.305942087711,60452.080225884623,50195.850448992569,52537.803636618468,49539.537910666935,44395.069467689442,49123.007621572913,47969.863679373491,49441.612996249263,51236.273816440509,44752.092191329277,47055.638811184028,49817.593502395161,50849.625842895679,60458.86591784178,62678.93307367657,41905.216578497995,40400.885040186615,63399.286918079255,48260.356595046644,48691.825192733573,50167.025823103933,42181.455378901235,46515.965109037163,44791.344947021847,53280.43708430382,47387.462948725079,47757.551459779672,51165.071882943172,46300.064040840683,52983.036801831266,63508.307919637671,36026.451313744692,43578.65282238381,56175.251650397004,49878.575286255946,43916.96553662177
380,49556.933322666126,41925.504370623305,42264.906152336152,43014.158923560419,37129.928610746749,50083.410084826879,55120.91398199604,46925.659185914825,50728.746685760598,59129.349820768126,57713.903764579554,45775.669052236597,43310.761454506421,45069.522858220836,40989.867660616153,48850.109800058497,45760.163702831742,45274.565273026194,46670.909493972344,47500.264932105805,49113.589813919316,43282.370039354799,50570.365940902768,52262.278748058372,59724.382933758949,53510.785309403007,74287.496150185863,48397.943560336178,47389.467201592481,68534.443153939632,51436.8411257107,52545.672139645714,45157.931386712866,43066.368324910924,44861.098445217591,49937.318979580952,42409.826736275194,47656.162039636234,67849.314902251455,51647.62563566053,42729.22939487789,58645.500085939711,47329.389233299837,49691.890540662222,50204.789715763545,56163.788727593856,58291.611518145546,46926.601608982528,51543.102070519708,40538.830247170947,44176.414543686406,51472.609921294628,43827.87997166314,48174.575948069083,56609.692400485561,38383.466260941015,44752.958893062139,56346.787802350409,56266.479294719073,52639.764384092887
400,42025.922417969392,43174.909949548091,49950.485842002679,67751.045513411693,51340.537781510524,48085.13507033787,64524.201388269321,48459.636585051776,50936.244256527483,47424.265331438248,50939.926716086935,46342.580707246263,42942.589883962726,47436.880618182433,22344.449520385831,48801.291692202591,50819.428590641095,46390.042422020306,45581.727165637516,43879.960119748954,49776.247726958522,51066.30055528602,53398.340264362028,59048.409477132765,42854.142285343616,51474.817312618019,45593.164811919218,47124.500330557748,47926.906377178442,59461.393534461473,51490.467559964236,57061.808249102134,36591.255195633028,44886.680101252168,48077.702710129495,48432.021546372045,46403.558091736246,40806.42581706246,59716.834708870912,54221.66571917868,43867.496373377922,58896.71374886336,47648.30015754739,52738.031000756928,49837.246327075249,47990.975314976145,57117.002991979898,54058.016702828085,50081.237532435254,41626.118905869458,40148.473356680275,52314.013909295107,43889.308279838326,42973.911234578016,44926.105579586081,45095.39782916171,49382.626270949935,45654.60782138475,53937.33683986665,52132.863309722336
420,35972.254585982868,45225.018280605211,61770.10499194252,30468.80606073677,47571.9811818323,50674.468062458312,66280.880424651405,72275.164024941332,51534.317104004767,38283.002383569794,53424.41808184691,46315.600506220013,42644.728576728361,49009.166691884384,45807.461951027843,48709.664940084578,53413.310786425864,48572.696376747059,42266.342123133669,48450.704087826132,47954.254584163893,42591.800752842537,53489.27385024968,65329.47377293888,48748.893943724099,53874.052283703662,59643.587872526354,45058.407646644511,48658.666842545201,67977.55774671887,48845.40265778116,56735.594958233887,33248.197358176927,44921.848631754125,45492.191032548071,49095.660971585487,40030.001989033328,58378.056436709783,46973.604364756953,56499.677880822004,50352.337108878186,58397.619753061379,60505.55179741446,54336.075377256093,49597.375546612224,46477.16350367431,35340.659110546876,54465.936510069419,52819.965443292851,42955.716624271088,39534.344318178584,53230.352922070357,43785.714398801574,37470.149870677713,45053.761200868074,44482.113257840138,47581.377924116277,41844.660625171644,57123.50680688992,49856.040845490803
440,50313.139004818477,45096.794518227427,44455.118319105342,56882.047468362842,48052.59889138033,46491.064894964642,47597.170095968846,41166.208481174173,51992.749075807173,49896.122248972169,52420.727563745037,46202.419721754588,43208.158761691629,49910.020674284155,44525.415688209709,48622.140382431775,44286.627751382824,47665.460774108215,45602.319557923387,46216.83547363268,45729.441123928584,41401.985959701437,49562.731657025448,46670.02265654572,42146.224739793091,52033.307970085087,47781.622586614867,48857.173405129441,49810.821688082535,55130.046300995338,48911.539178982093,55047.650560194219,35198.985285460963,44767.481175969835,39195.24142014367,49194.491128468522,48127.484841538469,69551.468430412133,58144.115595972929,40838.819541075165,48935.684043274312,56060.625022825945,50235.006834584303,53279.100528901436,49857.19226232393,33379.947706798463,49524.820573426354,53255.575269192879,49121.667597585147,45091.636232002631,47287.405894689429,52131.874577032933,44136.033146177011,51656.618237226801,42619.533973353849,39401.01647709086,43144.933207074464,40985.368555179812,57178.062053104448,50386.241811951724
460,60443.734139384323,44817.911384391853,52137.369504956529,50972.419344310729,39784.977177181732,49648.435413900937,48683.283252761219,41890.14426263146,53256.215587871418,40488.274221374035,49443.6520059658,44905.630843461346,44152.306182035369,52249.497874324203,36577.044515107176,48623.091871330456,48827.835360021723,46901.286325819237,46707.680700908764,46649.637849908395,46627.780676346803,44296.65392698854,49534.666884735947,47797.519021201348,34951.040847961136,51557.093046692309,55961.827488419251,49260.777916862993,49348.717025684484,51725.528348539738,53999.782935712959,55411.079367844133,46073.419760302815,46771.185092937667,48678.701328867777,47300.574347087189,44291.484381975373,59145.32673783139,48658.304822789702,53062.390424901067,45362.589822255402,56764.807803230302,50976.347832599567,51017.175438548897,50236.143443896763,41211.498347307002,44750.949849109034,54134.136015972785,49732.096738650282,45651.883986693865,39224.512341921101,52017.611696901688,45050.360648428337,36655.000057259807,47169.872462033716,39094.81246503663,46913.248480084796,38983.608722698395,53581.322317101854,48294.577588690809
480,34402.162957891393,45944.546859619775,57425.312696514949,50330.471731389422,45881.794880280133,52038.517058322817,53187.373610200819,44429.199273832994,53472.955742550803,47730.05619024433,50174.966120531833,43880.375366240565,43455.406320661066,53449.824115656265,41267.089305594141,48521.93626572824,47282.408285961734,47856.431275273622,38996.366594716783,48493.254313955957,46388.248531122816,46177.489664279383,47788.300077115367,46816.804576112416,47689.671765038132,49140.50326092742,39127.160405308416,48251.5238452579,48185.193699053365,35296.555753662396,52220.214268156065,54633.956121744377,56110.499241315898,48072.402447089131,47901.269884189904,46606.760497634998,40581.418867804714,48119.062630536944,53634.001832181566,45248.144207298908,60940.654887308352,55154.64744492781,47225.323457010061,51447.540358024577,48658.520967144395,39391.682175834976,45094.206567986352,55515.818220759771,52054.365485155351,44248.871922713523,34755.854418733536,54391.402492054833,44845.431072778963,40347.472645059366,42820.893071885039,55789.325798881866,48674.179319686533,41395.095521589581,50773.972402142659,49709.147828479901
500,37945.227745564625,46826.830185522798,51700.024298278571,50329.004067157191,37519.015680887351,49539.624448872601,54465.618873640829,47500.266460627005,53705.602677447998,49813.609634609478,56722.137129802781,43575.499863582736,42717.904988100425,57776.447909949864,42981.69106247303,48721.978619575915,49666.90672309808,49966.091887896,49033.902739005804,49874.83010433786,42840.194177132216,46498.160690107841,47058.325544073748,48944.340450114127,45259.114761898556,50042.240242331231,44947.606331524214,50862.804733541641,47515.533015624213,44050.137676676626,53560.090325562313,53575.18233823443,37937.887489261644,44926.536550392855,48280.113450624514,45957.214983782171,48888.572588493516,37227.01918271491,52285.750602700784,41360.172127415637,47192.945284678164,58311.023856259621,44996.42071212842,49711.16369420183,47676.865492083925,48418.194607672631,43023.732129053991,58655.425403550609,64513.553176710448,44801.964565050446,39514.630405361597,57762.860919370738,44103.327466885261,46638.065145976885,42596.970996895114,35056.726988789407,50217.271948110771,44177.868263932687,51440.914770581592,45730.726761122431
520,53364.075461141052,47898.952141049413,51153.587619517639,47832.884433909043,47659.936322211957,50689.004259392939,55761.599687428345,47905.245476697448,54018.748720960532,49285.002009155061,48943.341110614972,42779.925656777072,42392.245236082745,47534.384685408579,39887.531201062324,49062.356494236839,47282.736582394027,52795.557247807948,41780.095241629781,51403.709915996609,43113.863901940887,61648.71624367922,47017.36164337003,48688.190101858643,57453.698046434321,47989.079261461164,49805.157648626344,46639.640828732394,49261.001826350141,43926.811662792315,45294.776494370242,54381.160817548473,47543.941769815945,43555.138265565743,45472.631685996988,45440.093667623347,40703.131589801182,42955.374024864366,55819.323456592945,42967.663697832257,43327.768825222709,55699.110701367426,43490.823378948335,46203.587081388221,45961.144301585802,50346.740878545206,44993.62471381986,62046.189149350153,36665.231875284073,46927.111080801551,48502.971088045866,58479.192215956078,45033.435053867564,51733.846558154226,53892.602365152576,45454.756050202937,44227.178331520561,52251.528065281476,52977.57877873478,43157.107805355699
540,59176.74590524922,50612.3568097237,60471.652916632251,47779.264116249833,46278.442651458339,48916.48809227426,47483.380203538101,46577.897079425158,53439.954154843865,53729.48882118288,42977.680547562653,42739.08368961091,43017.498426400904,45457.022564782026,40085.766865253499,49486.77177358976,61595.636362608282,50088.674936075833,49586.159924776162,54067.760273846368,44945.496607927627,54919.756395187076,48211.291287070882,46592.276972038257,47462.812871166418,46480.059221559728,44288.952696903325,54041.094100795235,53282.292910190634,48751.327293644674,46099.554047175327,48641.735971496273,52274.730625073804,43671.892962019876,45630.090797445206,45021.843014971753,45489.365093377506,45724.818475484259,51356.969199889412,38978.025419206628,41997.909454907407,56483.270642833013,50724.839395495648,45188.336879827759,46341.550934634004,47459.672721253701,55622.342561338031,64216.334239569434,40740.509803852379,44625.324256475556,56946.545080199772,58459.660193892341,45124.751902328455,40866.411835877909,51817.504981901373,43578.989754307062,43135.223610827285,51473.202363065997,52726.014647067757,42537.749408830692
560,59566.230231942704,50731.343813739986,63818.026454622101,48309.464865272676,53434.576318591709,47612.872172211464,49145.881667550362,53579.041162938447,52745.428977016898,53472.459508129323,39264.904702715554,41659.624637196961,42680.29380770072,40664.465875344831,44096.725964113211,49946.045051254005,49557.531466581328,55438.851726693611,47463.270154260928,56723.657827350689,40210.350203985538,54229.556492980686,48113.568560440763,51720.432442318321,55761.488003668026,42418.565800880613,45696.774132930826,52197.089656389995,55929.960168704674,53789.315532076856,43122.240078095907,44618.871310812465,52088.511123917451,43818.540477626833,48049.918129908583,45594.230066306503,47071.973076292445,67664.845787192156,54800.150318195178,34770.046942181631,41854.850813706405,52762.588913726759,61381.604674231741,47045.655336248448,47177.721239531493,41907.680841502159,48681.205513563866,65391.326994460986,49428.100073218688,43490.290833107028,46221.114686356399,58479.702592595633,46634.339012915312,40204.951701093894,50194.687984889715,44581.059577290092,46457.156361501431,49059.29802411433,52165.069503379927,41376.663670766873
