iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
920,50247.840200060185,51185.074026895207,44788.428954920979,44805.421446892113,49897.378392755447,46861.018835220231,59492.97409859491,47857.596987120349,48529.066057255965,46585.353879403141,57465.302633869978,45912.93017709312,45681.324841353562,47078.617162609211,57643.260380740168,47564.302220820078,46350.69452100472,43035.965696460982,51353.261566642614,47888.156333708932,49962.979159232236,53440.009037804659,47660.003375253036,42653.929780803424,52422.547228025294,48105.649048638152,58893.510723971056,51723.553695059032,38008.576837881345,91800.292832452251,50500.315971855009,44207.133409128066,57040.129403243969,51854.161026592876,53370.168107761863,53059.421395649857,47347.204490405551,41095.841635462355,54328.092316846276,52229.382761106186,58107.7470170366,54093.151317233336,48257.175275161069,47437.185053416528,47710.639541548298,47575.868948968324,60026.572311356285,45024.108363504696,46723.720978588339,43670.986398408299,59580.041512555232,46508.562359580254,43704.120523159596,42158.463383050075,38495.908319630835,57932.307746053964,61610.20696103818,52382.431168027251,50887.972520398915,48597.11276207256
940,57754.059460422286,51272.42391818911,46230.286964265804,53558.241539351802,56596.330391255564,48463.269760184769,52908.87195340843,39951.706798257925,50723.794901120833,46217.481453465545,58173.63592225116,45845.249458613471,44997.094507292291,52292.144774444205,49128.334697746242,47861.357163320317,68110.206016535798,44276.002253178958,44071.923904298383,45316.040481077944,50769.194060656104,45724.156398531501,50425.469097843081,44510.483551065037,60783.208285085209,49287.19471215181,56367.014608447993,51330.526545650326,39113.520116649204,61125.030495027553,49418.456557085548,44145.747337446315,51691.767946234846,50828.50977509316,54791.251084898024,51172.173452167837,49056.159906464971,46781.215685697345,46390.569345042211,63853.86740662434,65073.514584313496,55386.970225187521,44432.422412483254,49159.028009741771,49029.366890805337,62292.574455910712,70544.386613657829,49354.911769994171,44614.811594972714,46996.141694896403,53186.000845238581,47435.074996692398,44174.027225862803,49276.707378882194,41008.318282213382,68399.669882175309,52458.428279597327,38658.7196552885,51442.854744422577,67921.82820544792
960,44505.924990930289,53129.403639115793,47303.904573278684,50801.440345800678,49310.087758767426,45848.557398653931,55689.531069830846,37906.811478218762,47708.296471260212,42861.313133510113,54602.466441567165,46592.558912653614,44752.353334897576,56617.007411303166,43125.03986346897,48174.631344378555,55991.375674950454,44365.936678889979,47105.321078437475,44624.635388086856,50508.769681965772,46390.707423626242,49303.525836709341,48532.355976419996,60494.911576296268,48383.646354918754,46492.927653890853,51529.683121352267,37920.375065936743,50874.432805542303,50299.89751950623,43954.539780892032,50116.280167431127,49426.268542655416,54086.724752429982,56102.850026574175,56802.437862154373,47272.720622630506,51918.923110482356,69876.510406711532,56615.090963270166,54823.616274143969,56110.032586632442,49464.172746901284,49667.858605319161,51607.044679489802,64955.620184899613,49080.986277766977,45918.002169763422,49451.61673826896,41140.355158415623,45390.704147213735,46888.832478061173,56975.456886056563,51120.017475828761,59935.484885192651,51117.746593032418,46825.856882703789,50226.496072294445,71679.904584884061
980,44783.735374294061,53243.514538759388,55781.67456130177,61988.68399378781,56999.117081402816,45309.651033696566,69126.575553451054,37820.999147469971,47617.932987568231,38314.148489425723,47686.265024256201,47838.858186091864,43783.749803001978,56644.680920794875,48984.073259989411,48201.702211443313,58667.278084473255,44173.429653752595,49917.870623116651,48529.597988655885,51766.42663993992,40461.296291147999,50419.27569798586,55559.62458409612,59914.611166719282,49591.834521040342,48085.355231514921,51277.548719778672,38050.28392513546,50295.760159022859,49720.259706515302,44298.411389676803,48116.074286305462,49071.533968323296,63190.929198853657,53934.846117823501,50373.533226654064,43208.575724369177,49626.083344039427,49850.775703335588,48145.792631851102,50810.552647500386,37747.747911065089,48842.528099815871,50140.491440000143,50470.76363639794,69907.834601263501,55133.253551237591,45450.256629434036,51156.581436563822,51720.782451371095,45935.640300528161,49217.954021220314,47271.995792578302,52766.442312808336,55006.692526512539,53972.53339101177,43315.843857152307,53540.481955443764,58194.604902325453
1000,39186.142062050312,53806.084615134336,55423.755222359126,50679.413974333227,55017.469297860138,44410.418360405543,48635.170798198415,53343.644416095791,48822.10555303521,40207.078218436785,54065.397104234777,47863.396078481055,46939.393379018533,70605.080649728276,50055.376328385842,48312.555005660157,48246.900396596182,47939.364278500761,58758.049018523314,53169.025346738905,52272.927908274076,41235.150303881426,45601.252324563866,38931.972090188043,50603.562396270485,48230.363320926132,48238.044320334877,44289.316796218271,39442.589397519223,43440.945238900626,49210.185366655925,45216.653742619957,37129.183480579843,46267.173267042985,58539.806115194144,55547.378734907135,54254.287289857079,40805.440147090827,49436.979697514107,44985.791047624611,47280.684654497265,53291.621011709867,50667.838118637468,46132.468672480085,49635.341415075578,50869.594696188069,48973.945628653273,49960.253922093958,49422.373043067324,52482.053723098565,61220.889998669736,46780.366180588535,49491.904895567277,47497.836155053643,58070.222857539004,52081.987465234277,49291.032864378561,43717.403026718712,56736.710858052786,49828.326332976263
1020,40052.384869513276,54027.688553682296,53391.846574620955,36682.282295659556,53043.723633843147,41937.713721387743,61068.531479570571,70557.395820824735,47634.81121936148,43260.484508139896,42853.622172218144,49004.11493207547,49029.215446537739,70545.707124841792,48889.445402482626,48553.222868349651,62814.733339101978,49120.518930711325,61721.511957118855,60154.763634638155,52810.167568479505,40145.131820573304,48577.912306993887,55152.920980479394,49492.70333602855,49753.011007978566,33825.023223950564,45040.030964981008,40555.335350749992,45713.470483838973,53457.813044255221,46830.620108428229,40263.523400653503,46524.937992448846,54623.037968451012,55267.148060068102,52153.19184077005,49742.998565288566,38819.026104756675,53803.506419638717,43900.241039618973,52795.618139739541,46344.286678981473,46367.408758572674,49728.044851762163,50047.140652653863,52760.88562658416,50532.694058944355,49926.59264844162,51623.124632173014,59716.001550198627,46548.448174272773,49499.134430454484,43850.607717132851,47752.079167003008,52480.706807219351,51564.91507475065,39235.860185855054,55670.043422194627,51281.408343693634
1040,46066.386277342754,54832.633133927906,56769.8055492598,49756.231515474406,45472.924148253624,45254.29407605197,65154.622870828534,53521.69611899271,47544.417232411171,47562.835592489464,40872.438665158792,48432.638157580099,50287.211310799001,61032.200161249224,41644.630959186994,48679.968648707545,50734.997897205605,46828.656465534877,59295.985104899155,55679.037565155806,50792.64066524704,41874.219889913336,46873.754630322983,48104.490521006737,41391.14452720742,48416.595648400507,46644.351460531245,41098.337676685056,41146.803127003215,55654.128595486603,52503.033034646483,49843.823587297789,41306.107450019415,47904.00228179359,53156.302757048703,56192.761612151735,56026.504135572752,45188.947429458502,39930.429486332323,44000.718612815857,45144.76693539707,52093.767426717444,53309.297242170687,47516.781837027454,48033.984610855572,47183.178880943982,45310.786531134603,51207.071762325308,48853.449099341989,55206.199878610169,42645.075448860764,45692.285344201817,50818.986455205915,50954.181376544824,43094.460299292165,51465.780788852353,46631.446972846992,43930.008510625928,53842.87879696396,57351.766017145565
1060,52120.919394061813,55182.075405541778,67783.041176637431,70168.861279923614,42617.898127852568,46588.985830347243,53794.573330938816,58117.456236415564,46489.024029368389,49186.80537214924,32070.382110097416,49000.259977544338,51891.939135982357,69910.698015918053,46003.309032240351,48944.066633479742,50085.34136497898,51218.96258314982,58064.37347238545,51270.971909530192,44424.878890016611,40107.112974387557,41401.373247454874,56943.630954737142,45139.622901952214,48984.809113012321,45600.266888308674,42083.954834834134,40837.071363030846,48856.780563228844,51070.935132532781,52847.511123957462,42716.503153632053,47077.431242518513,50460.872768388908,57797.137657873405,62122.720027027077,53415.087346615786,38161.624632002568,44914.773141151185,55396.365265123895,52675.107829523411,54807.525983107087,49373.892234930514,47382.964116322655,44675.271054049343,46613.674578297709,50784.043946786296,48035.575662683987,57482.34867109741,38345.734563796555,44661.910125199152,50963.713564646474,52794.148826496559,39503.678524523602,49892.429674463034,50551.134275732999,39076.910436888778,52538.851045661751,53228.559886799521
1080,54580.541846786204,54432.582447674919,77152.410225918444,52696.918185126669,46065.127060163504,52423.639954165592,53840.735503035103,46329.375316799706,45277.73720461574,49372.532153386077,29277.95997271976,48994.971474626836,51926.011417736088,81490.096934011017,45708.80452018795,49060.215301317643,44738.856912601375,47685.283584508368,51864.810728711505,51788.639754855147,45409.773111470095,46945.267626751571,38705.227753775318,53482.047688088933,47436.112121869424,51291.212152356842,45166.84824209931,43348.416972656545,41953.649762876099,59266.569280325712,48820.89046891324,52140.497724535751,48393.642442521319,47252.466253919702,49654.91601295906,59681.835987466598,53366.503023609992,56753.547699147508,37871.348866091736,48811.041626920691,48766.690972687386,50671.782892717813,51977.625183722324,47650.585321824867,45655.103572127569,48022.486814378906,47879.707295511929,52771.639989900825,51505.059424878222,62714.034285527836,48675.760764957857,44876.904909263663,51800.57667094237,62725.167346793358,48166.833136628069,45937.987644057408,44865.870084079237,46912.806193452183,51805.970567920805,48410.559591004079
1100,51198.240711745988,53696.182382182167,66148.370653696693,59327.375648476984,61440.695328970614,47684.592265010797,64098.877936893237,48497.658080136469,44410.971529286115,54526.883833908461,33385.681512952317,48422.102162707852,49023.852387177511,81991.879743967787,45002.75476576903,49044.678128399806,51785.049632169626,48826.286282378605,52323.648780654381,49008.481627108828,46843.471853372284,51942.738400857619,50113.788135126968,50474.432446093451,48907.568925492487,52712.250462346208,49416.200714015082,45315.073597838302,43760.519901403313,65449.558345430974,45541.513030665665,51052.980617332192,51858.409097572192,44494.605708474097,48140.727558709994,57915.952431499172,45471.537799727863,53892.901528969596,41064.045449367441,53141.78649661917,49769.685641494565,46666.675618132307,51290.770122588139,47815.592028293497,43007.079758285894,49934.377825989053,54133.904388050127,48564.313991506417,46903.958374141446,64356.507448238772,38761.581926742103,47809.442617116707,53463.895669336423,67949.250919302911,47473.765540976536,47828.540670859547,51933.420319739089,41305.97031246352,49758.878263123821,48227.983183014388
1120,53242.175394550803,53702.121303678177,77928.016738057879,46967.769844071205,51864.792559978225,47536.175263359306,66279.108326256232,56116.74583372855,48279.426973482936,53319.788895945407,52385.849154816053,48891.570371077571,48905.471066181424,83695.874511393835,47490.729164198718,49309.641187106572,55162.995859946408,54504.75569802228,51069.862647729366,46095.207390195465,43864.513070146204,51487.192180809499,51942.699864200797,60872.464453906898,54216.393059454291,51063.270056351997,49880.396105489192,47025.318682016354,45241.765834766476,66725.785889466293,47977.407811336088,51803.375074946831,63383.557422124795,45399.381281893038,49601.435097675683,58931.047920450153,46060.153967063656,52517.777208773638,42278.693754648222,48529.314947017148,48671.007036308889,47779.468872168138,63532.704316865806,46676.488656032096,42441.708554731369,62719.164542146609,45623.477235541075,51182.289117465472,45985.151639506184,66938.377894668811,47996.045011868628,49174.332949533054,53586.014363347596,61574.467999042492,47820.495705087626,49788.475995599976,43351.776333389578,33083.612389180169,49944.094166755334,48844.342247864704
1140,53632.881620859313,55611.515442937525,56750.367754608829,50212.096631973371,43553.653982240918,48813.20404715147,65728.798253585817,49791.200141515059,49399.995605015989,51351.562476657302,46727.15987781241,49670.605010033614,45247.58889717851,76994.088155449077,59240.112120158272,49634.933068548125,52422.582039485249,51848.997946645512,57129.884773580598,43500.959630118334,43899.990651764165,49369.660125436829,45877.288658317637,65361.952410225,67240.253979968111,48883.167887045201,50874.116640016124,49022.370617893153,48844.282897602563,53831.427514245181,47570.227740381313,55605.459566421123,56485.172730952436,43675.872807403808,52305.357025958961,60281.969845683554,52813.650075379031,51997.774318084768,50428.060686386612,46991.339176827918,43073.290339883242,48508.968151401852,70910.197297483814,49689.145880134638,41463.74522644384,64808.263190398415,45429.019416791132,52029.723722698574,50735.013362001839,62580.490422930285,47210.223123710231,50135.373273468707,55596.536748809078,60223.408558600851,50640.157264877758,47929.759954666049,50050.104660746969,62930.381956543977,48906.755518141435,53879.051405387363
1160,67352.365554201635,57875.015264134541,59306.592824542538,49984.317765902437,49048.721823895197,47322.709949756354,67382.07369247156,41480.538574418126,50170.825929856212,69724.222847294295,51522.013490120531,49950.651506839269,44431.436724667372,71967.078411411567,56170.907579552913,49967.581709793645,57093.005792128693,59734.269790271464,46879.71612661687,43636.892382158614,44452.347557547997,46737.943021446808,50213.907355079195,50435.224647764866,78587.472554970518,48258.950212839765,47006.939448518839,47346.081436688903,51909.623216820684,48790.903339777433,45889.687667614264,55738.69822400243,60371.004545671727,43962.044440187085,53640.986240794533,54561.799093752357,48314.899254385069,49238.095903050635,54911.630203280911,59600.167477501898,42547.792622735928,47149.697730509739,54026.613135714586,46922.801256037383,41619.980173447373,68992.186538463342,62269.594175902144,55008.795588992092,50906.932055446552,61422.140195014465,47314.898637185157,50805.557305540075,54546.664084260439,55542.3394130878,48348.386899815043,51273.4988767264,45122.175636904569,48706.154907322802,48322.47833636398,49618.084811519191
1180,67689.095299298715,56052.608618627848,60348.821129417986,50938.10343445764,52506.335227764815,46140.304202486819,67932.86142675273,40436.830588098572,51284.766562311546,64457.118364075759,58750.979035204793,46669.149168927433,44286.39956181858,53458.406172273077,55260.66931818358,49884.908195300166,50354.160000927157,52636.877933110947,43824.049070164176,45977.187170696969,45900.47525695579,55212.56324434319,54445.6772862004,63197.87882356075,85626.287369676385,47395.121884138411,45908.106269734795,47825.080095580219,55313.850305758788,55026.026706619217,47300.842355862042,46835.901087327336,67020.823263661368,45690.763484371659,47441.768103897048,52028.038994980598,49025.784192369327,42978.608901656087,55975.774585162166,98705.518844597376,41865.279851707113,46466.944765804044,50028.691705274112,46707.108724073943,42117.516575354333,54324.216201513969,45727.30460717059,53954.062630797293,48775.277071042539,57272.506821935945,44611.263176580273,51091.509128450823,54298.749522138816,48730.34189981957,47103.57611060841,32471.102370848341,46554.74724149437,66416.246228592136,48979.168685646553,45475.732755219273
1200,76258.403708449288,51094.803765031545,62522.270313382083,51524.825500423634,46421.631484871737,46451.985893942991,64636.423483466722,46780.019029894516,50384.589942938743,53584.835346233311,63000.038542871502,41333.032295650599,46465.338332847379,49623.916430290883,52844.931829728681,49980.966315094498,50218.45647045099,46674.17455964251,57529.13075995323,46612.728933722188,48152.381722991195,44224.393200880884,52090.897210939453,52812.116209530752,61664.569199080979,49733.723819963147,54519.47363622718,51522.82176007441,57039.282578766637,97969.160476642355,49629.83251112116,41146.602307823072,58011.226963564266,46454.685478430518,38459.369146164281,47987.238734961538,42112.136035812,50423.995441764382,58406.543719549467,79947.18205287747,62659.907905151158,45840.517224068513,50525.218633994038,44826.84392593876,43613.114057990744,51475.688984734712,48642.229387308478,53413.697283760201,49157.054955599866,53138.289500708146,48332.325665017801,49896.668262558662,50846.975104719524,58722.34615270442,55987.204792492514,35891.268527561602,37426.7425276145,60451.651787181851,48973.515568037241,42364.855393080448
1220,51127.045137008448,49738.344909525382,59407.481605086999,61413.347540394003,49142.447133522335,42599.253438468972,58476.006973635165,44450.876993399484,49324.935827245914,59622.204697720314,69965.047813158613,40425.598989882586,52366.443127707571,54028.435038324678,66797.030969899293,49624.703387123409,54945.922081675722,45574.877185849327,50312.724463761202,48845.544753191694,46097.654900364389,41863.489254951637,51323.980283138175,52955.467961366165,51249.223796951002,46787.542836996086,50463.613978414069,52113.664383931056,60390.190664284914,89195.467083237192,47307.436901771383,39839.146024208625,71833.761456809225,45926.933890466702,52638.151396499568,53980.683195135825,46037.296676844104,57829.240077488575,63404.348284777894,71673.204121748407,56158.766685032635,47196.379673476433,53111.602989005863,50462.140756553345,46423.117202960231,54059.708286600508,38342.611114766893,48371.210046325163,43430.951368615693,53903.004389959402,42251.892498387722,47889.661952163951,50640.041470240503,49702.008326727868,54953.862688630928,39117.199711284942,36665.127288497191,63379.416636722679,52253.346878394892,46011.298749544047
1240,45030.974084357891,49735.872022232717,62314.747961703768,48670.984765947549,40586.403356200419,46875.956479986497,49117.838409491334,54608.822288697607,47694.369166795157,58783.552209072521,70064.788844605122,39905.539868654516,51116.073085147698,57749.321105939685,52249.810552214411,49297.618957928884,52281.135326606483,52746.873917072218,48669.839683822007,44966.000823510112,43709.890694443347,57208.501339333838,47762.990280551974,53365.899799028251,46420.622956538857,49090.65013720742,63183.441468379264,49579.98792100374,57735.022337732356,60932.731875618534,48028.372267495346,41196.693299483748,52086.154723722451,46217.764886446923,44568.39110594723,56978.485737932824,47932.140565035945,45822.054274697461,61418.826022850648,63739.791870544752,66089.881102649524,45693.341077264893,46214.562625703948,47787.214670126275,50012.686691182593,48635.638248351053,35989.823951432205,48400.064490931552,45871.537207896719,54144.20244058143,47631.648898491352,44292.174279197585,50282.625796620458,35070.377477381451,51100.547808291762,39622.395097971508,44967.294452872018,72049.381421844999,50694.799871021656,47761.780672118432
1260,43748.347884369286,51364.835745719902,66715.845621118206,44753.754496254245,50691.791840352606,46694.054869533211,71459.725609424,43409.472842710697,47089.38968122907,52853.451950279261,64357.928420975702,40812.70512052616,54335.961769353024,69293.370764684718,39655.986729434095,47688.129640027175,40491.989675614255,55684.811165102241,54924.748623853222,44800.447219919668,45793.111344357254,42875.081545503017,48239.838385395364,51536.434627585142,39694.556688162855,51232.606495873828,35713.210640605022,45634.509083939622,47265.836674914302,48517.452345957274,51722.394088578658,40951.351788945118,47258.311669139723,44942.665882449321,55255.897670557999,55087.169444544481,44690.585095638176,37978.376643738644,54053.130278160803,69251.561308508579,47840.202305922678,49094.08556372593,42181.410674476036,47501.852961706521,51473.544568378828,52288.868162452192,39287.078937219696,44908.951965982051,46761.377708929285,55952.715631974635,41357.599827656748,42578.425656993073,51117.89518622974,39797.162440626285,56143.675007028185,47862.828810865489,52203.704139025467,53849.260560204551,51226.273302973197,49293.239841469651
1280,47013.203053262383,50851.246164510827,58775.946774134012,36013.284892966563,52978.831894263603,52292.138617005308,59362.538832576458,54099.02612230691,46387.306925214594,57019.515708902298,59223.053048095207,41153.666741572815,55147.915394188472,67458.956533023375,40711.514513055394,47685.309331225777,40837.344956023378,61250.539458317064,57005.527088873023,46093.50482028976,50185.653551819734,32896.190695137149,56300.295737463581,46204.61014848559,47400.839291426739,52974.228884613076,32598.206026214204,48880.422870463,44972.005088873011,47097.995641089918,52669.911169745537,41049.878009898552,46342.200465109941,45739.192911859362,50212.38157582211,59247.349814673216,44698.806239519909,40461.640799749788,38329.013844076551,62566.467851603447,41680.3794790467,48756.239947268536,43229.501024907615,48113.31518483688,52602.967701287031,31558.382157563537,37054.224804807636,42090.402928486212,43418.7851187341,58466.80695136531,42306.412350084764,42981.02596311368,51450.470147047374,45967.030039117417,32323.674434587647,46094.883321469002,51972.13455284205,55114.222535857858,50181.435465336457,46898.476012692212
1300,41455.819503041821,47452.974762327896,50492.173730519869,30105.676845925405,39614.132298764089,49153.379493835375,59612.840277774558,42252.601504308142,43919.322139842712,41505.427459443366,49548.850909688015,41895.735117832221,56256.125037143087,62161.239655539604,54306.43245021937,47310.351641148947,34787.013957591029,57553.410605885932,54995.316270837291,52134.168363464414,53144.729497858163,42028.435528288996,52128.35856228062,47656.794988402078,48165.805921041057,53113.048285869525,33143.979209959092,47884.586331067527,44841.139510261804,47032.660326834426,51521.002967113011,42405.023496480819,49713.808734369835,44542.032300398198,54142.494202660375,57417.424901915343,50017.08828862982,48802.215901917683,41919.549143649521,49360.733136965297,34847.175410793112,51476.75451655456,44960.610101077524,51924.171202965263,52554.51773140877,48262.834470512396,42116.88948746091,38636.238570638423,49024.872999481282,55247.014745658686,44991.376056772744,43793.658268965322,52579.227360072087,56380.76550750935,37648.813748931636,51889.183049807412,51627.031381413406,52751.309325449482,47766.192551751054,45902.398027921445
1320,35303.740996297085,52555.561572698505,47895.348428322468,40192.182319479973,53555.942620509493,53195.934417367622,69454.796282632989,39901.695811819649,42776.142128143707,45594.348826952417,46275.943103200989,44100.593356548656,57502.784604867367,48697.537276168252,44698.921789674365,47157.627111624592,45292.40324662994,54449.705416842677,44187.819971970152,49482.831869171016,51201.786860337525,52713.148334601974,46943.672730727347,37846.713368291312,38211.241533463966,52883.851141545776,36778.707662382854,50438.734789783055,43692.267271383636,58520.57278451982,50085.27503463014,46845.943217434193,48648.602406587408,46145.982400969879,54722.437154709536,51075.440233673347,50264.284678139396,41149.716404271385,41980.69707462634,61878.790566449585,54210.164941356721,52345.827076645961,41421.947231098588,52392.21409121008,51994.287413039063,34894.945875437355,48348.205010942329,38949.191083852907,48786.151353923342,53899.427341456758,42658.115846769011,43688.863684014432,52230.537833873546,47870.764592750616,42316.022780657338,52565.918532679199,60628.898489928615,62973.521447180246,48363.779453990908,55313.969074669854
1340,50146.443942225269,52956.063815499045,50569.989408305701,46724.70737996832,52166.234370151898,52755.028139650822,52700.959970389427,45273.123031257943,44017.934183112462,51446.270304834812,43512.230129117546,44612.610221337745,59080.440093368692,43952.010904196402,43524.393052517553,46994.422621643062,50232.963579776268,53979.951744248872,46398.208955120703,47654.899515726771,46270.848472289319,62820.806418132983,50147.780099568139,44592.856955836018,45097.67657226693,49974.466444115511,44397.826098103193,51023.075788951377,43183.597858667526,62714.947434632348,49120.39989778406,47754.579722837378,51784.146287460673,46588.003840905854,49571.090083127317,57206.799615053467,43870.814310717178,56489.316759026056,38964.850271918738,46528.757831027287,51341.718582421148,51736.767296490987,52169.075613379995,49842.393426042625,50303.238592688424,55363.117413331813,42645.081727915109,41227.557793204003,50232.763390190514,54599.26068612442,38372.561270324601,43832.123989385465,51930.139103078152,55245.542233663371,45106.604357501426,45103.908040170216,52236.946667884004,63456.226867862009,49752.49246728851,53515.475103829987
1360,44250.294396155557,52869.22423171252,49432.137141733954,66176.349278495094,46740.757975966248,49469.629353361837,41838.937357806251,43197.314763072573,48097.668483042602,54333.532387423511,53491.893689310942,46193.332942078821,57777.64550425225,50619.350288046742,41139.976815886061,47072.126403775022,51507.489781231423,51382.402419951737,47509.490631477755,53623.449282438669,44583.093310736127,45354.288851829224,56021.953659171239,59204.733063687221,54712.73183955963,50951.550759479469,44254.886551343043,49764.807542525108,41271.872606036406,50584.04759734129,47906.860102267157,48607.814024191117,61176.15747535057,47262.513921866128,45651.434936409467,58259.868887431672,47703.46982240364,45005.152802231984,39531.847099551727,45394.878304883059,67966.616735120304,50147.610520408074,44313.320659513483,48646.235877458559,47154.824399604244,45787.519881802269,34836.920503233661,43516.677345131444,50506.995414373327,55007.33721134183,46041.905102239754,43996.060861706232,52701.801606120855,55694.786599231687,51077.725530059077,48333.402975478959,54950.320658065408,51900.009550045084,51132.633134379503,44569.456775517741
1380,62681.029603029077,53144.389380859575,53708.358996657633,49495.983711707137,39185.037662222188,49519.007938131814,51030.427026070538,51655.122330886254,49142.259088064646,52036.508842633826,59742.729303354143,48260.855523122154,57784.153635635084,59879.765101140278,57743.986171577868,46860.121593813652,57068.72850158131,50752.323070504557,51835.863104346645,53291.367060307741,46042.444463641055,53152.85282238121,51362.717628660612,52394.195637155048,71365.00978492148,51790.864694351978,48361.325358669143,50376.485374996955,42319.543852354567,47087.67237575991,47558.634862063846,49006.35253451598,57761.014772619645,48401.428718930962,49187.323410719953,54248.295103312194,50589.742986283891,47710.760674367521,35139.131159194207,41567.946872730514,68866.866374950172,51442.156372325917,44591.999047505728,48610.238297616481,45126.829632734683,47756.77214733111,43015.763202194896,44646.290604772519,48875.164745124057,52502.325006971536,49951.053211459046,43930.918960035822,52421.795965233701,62538.123634905518,47731.144392154842,47049.943624569663,52241.104544336638,43109.196708316544,51877.154518724696,40432.934282067865
1400,48234.817013218053,53159.774009912639,58755.347398378792,56347.311310475241,40972.661195379231,53526.706820096326,54498.160964884133,54112.048502492034,47401.013660704215,59270.489643562738,57939.580312564882,52292.977901804203,59381.072412431422,55866.894259827328,57258.303540473265,46601.049761519876,46684.99665289728,52983.463899115741,46812.950513493306,54274.635846455742,44579.184219672017,51360.354767982295,52101.313243232435,52744.570664795516,74934.801591139272,48980.436376069796,43125.908810365574,51256.042727004147,46607.951541138907,47811.786981570091,45150.310319112228,50422.671557091504,50326.283945236646,48823.924688331135,49023.922213350219,52362.363053642068,50784.677767332214,57692.650415840559,38561.515708503808,43394.819245025894,73172.778789199307,52300.610129696252,49822.562065193699,47738.200163204689,45190.223486730581,43331.687976595334,55510.42140163076,47379.187194720347,48836.113707579738,54345.500122362289,51123.423922196351,43792.698942348186,52111.72586774276,71777.811158287135,43482.44963729984,43407.340383217677,47953.414506481553,52663.405152050342,51558.659312108452,45511.291416133303
1420,51269.379031032666,53031.786120187637,46226.092507858935,63419.35535678349,48542.504817936475,50811.095533936932,43288.714553191952,39780.136321335391,47190.289120427733,55179.213197299796,61586.38766897648,53753.287136649415,55791.589789604084,55312.002163363395,52741.331948946274,47480.653817244252,52098.342126146003,54332.505054157104,45956.575077359928,51560.285440454812,46818.93180971135,54635.456851422765,54559.889446765097,60429.381449194581,62461.868015545871,48585.350370588494,48643.712341452811,50261.402235438014,47663.323750709998,48436.776689513186,46027.55997327259,49964.129763115125,37278.21723907689,49817.845502044431,52955.984125608775,51607.203234642016,47095.706056910902,67717.923362425339,45103.520769349787,61362.101956576138,77387.454967824597,51324.311980235841,47671.911108698339,48109.829702230883,44463.442762850864,44097.700375848697,50850.422340276928,52596.117197906729,54948.872912954408,55495.461966237934,48526.854741168412,43808.791273352967,51293.550767107961,69930.328145846113,51375.225299614933,43234.993392463795,52964.109074248765,58602.125085027779,49670.57344550384,51241.34619272987
1440,58005.766708800271,56273.299788991841,50180.395118180757,60584.94499071101,46618.490894260816,51117.441835812642,43257.692840574666,58639.682996006821,46936.264607271558,62263.149795610887,51643.514979235908,55214.675813882219,50631.521347960152,58438.308592819223,54970.662918188893,47964.414839011406,48309.219924886602,53727.944288134895,44831.559365354282,49843.456729191435,43730.961157067992,53723.552527596585,51313.979585950321,64847.027679441017,59580.074836065301,50307.530577321035,54526.473539682323,52966.231384691615,45198.634539523613,78737.679156849263,45225.35575558756,50607.641300695286,46114.788013721918,50225.812448112025,52891.051491809427,50720.520539556979,52808.787875844173,64575.56584892438,36111.739430369329,72808.068181000781,79348.805823369417,49827.019552579863,52419.46447526566,48018.27952634394,45135.844012643043,50225.315799756994,52208.569785528292,53513.609084960655,50320.978684512615,51671.425711090051,39324.656359457113,44394.813558991023,51701.650919219937,50335.92612015974,42671.001007114093,45765.319446751702,59093.891298453571,48840.68438566487,47779.426841460343,53005.913675580778
1460,45287.255833696057,56528.033840437827,45992.342942308249,55083.335222573704,52507.333360468627,48044.193300860323,50406.561784198529,56741.075972096383,49378.822013699057,50505.152126096284,52725.203404873457,55680.285930105245,49928.916329215725,59394.523638499464,49165.178575880331,48187.346839705227,69245.577130523787,53193.775395528311,49117.669817422204,47745.664423367787,49715.478735985722,49831.555270111719,48589.912536224212,51556.6684191522,37836.542946889007,52446.530327259985,49049.710559263774,48859.40891973937,47034.272050590786,67150.918713054387,48486.758365873036,51822.533301911259,46644.620699101775,49244.642823559625,49836.092715136692,50368.119251141507,49798.77662915508,48197.534528492622,39899.325730962228,66999.980867071747,54547.742182255191,49749.744433440916,65621.343874752944,47917.208185716474,45896.093791283216,47056.925406532544,46069.069794284456,49871.340384504416,56978.116705050219,52863.029266347803,44684.754164792219,45466.872937751206,53865.541408301367,54044.533177223544,57245.64960143622,47414.7944245908,59299.617327767577,52706.961571053638,45287.5984694578,48078.984911756896
