predator/prey,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.9329073482428115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.17647058823529413,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2564102564102564,0,0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.18611111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5535714285714286,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,1.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6209476309226932,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.18032786885245902,0.16203703703703703,0,0,0,0,0.17,0,0.203125,0,0,0,0,0.2440944881889764,0.1323529411764706,0.18295218295218296,0,0,0.1782178217821782,0,0,0,0,0,0.196553924696873,0,0,0,0,0.16968325791855204,0,0,0.18461538461538463,0,0,0,0,0.2204724409448819,0,0,0,0,0,0.23192019950124687,0.2342857142857143,0,0.125,0,0,0,0,0,0,0,0,0.14319340918007062
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18811881188118812,0,0,0,0,0,0.15443522654754308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12718204488778054,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6178398404103733,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0.9398821218074657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.16393442622950818,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0.14705882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0.19642857142857142,0,0,0,0.16673205178501374
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89375,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26785714285714285,0,0,0,0
20,0,0,0,0,1.1147540983606556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,1.0357142857142858,0,0,0,1.4464495880737545
21,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3103448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4897959183673469,0,0
22,0,0,0,0.175,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0.0,0.3275862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28859060402684567,0,0,0,0.10200612036722204,0,0,0,0,0,0,0,0,0,0,0,0,0.2653061224489796,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3942857142857143,0,0,0,0,0,0,0,0,0,0,0
24,0,0.1597444089456869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0
25,0,0.5399361022364217,0,0,0,0,0,0,0,0,0,0.206286836935167,0,0.3114754098360656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0.44285714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396875,0,0,0,0,0,0,0
26,0,0,0,0.75,0,0,0,0,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0.8275862068965517,0,0,0,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0.5369127516778524,0,0.8043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4489795918367347,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20588235294117646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0.6078431372549019,0.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5918367346938775,0,0,0,0,0
29,0,0,2.78494623655914,0,0,0,0,0,0,0,0,0,0,3.7967213114754097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5156944631550586,0,0,2.966666666666667,2.757142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9938650306748467,0,0,0,0,0,0,2.5934065934065935,0,0,0
30,0.4807692307692308,0,0,0,0,0.28703703703703703,0,0,0,0,0,0,0,0,0,0.2784313725490196,0,0,0,0.28274428274428276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25339366515837103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0.7068965517241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6122448979591837,0,0
32,0,0,0,0,0,0,0,0,0,0,0,17.315913555992143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.56568823026503,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0.23529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13846153846153847,0,0,0,0,0,0,0,0,0,0,0,0.15428571428571428,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,3.3854166666666665,0,0,0,0,2.8818897637795278,0,0,0,0,3.4554455445544554,0,0,0,0,0,3.6936821952776007,0,0,0,0,0,0,0,0,0,0,0,0,4.165354330708661,0,0,0,0,0,3.2194513715710724,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4491803278688525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19642857142857142,0,0,0,0
38,0,0.1182108626198083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,1.5015974440894568,1.1290322580645162,0,1.4098360655737705,0,0,0,0,0,1.15,1.8679764243614931,0,1.0245901639344261,0,0,0,0,1.5294117647058822,0,0,0,0,0,0,0,0,0,0,0,0,1.4057658628586824,0,0,1.3333333333333333,1.3714285714285714,1.5846153846153845,0,0,0,0,0,0,0,0,0,0,0,0,1.1042944785276074,1.4375,0,1.675,0,0,1.5178571428571428,1.1318681318681318,0,0,1.177324440957238
