predator/prey,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.948936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.6984126984126984,0.6417910447761194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8633093525179856,0,0,0.7540983606557377,0,0,0,0,0,0,0,0,0,0,0,0,0.4604105571847507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5789473684210527,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5969827586206896,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0.4400472533963379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8157894736842105,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,1.0204081632653061,0.6090225563909775,0,0,0,0,0.8601036269430051,0,0.5186060248080331,0,0,0,0,0.7026315789473684,0.8819875776397516,0.34759358288770054,0,0,0.5549215406562055,0,0,0,0,0,0.3986135181975737,0,0,0,0,0.1306133625410734,0,0,1.1183673469387756,0,0,0,0,0.5181869054280918,0,0,0,0,0,0.5789473684210527,0.5553176302640971,0,0.6809701492537313,0,0,0,0,0,0,0,0,0.4448563484708063
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20256776034236804,0,0,0,0,0,0.19410745233968804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22631578947368422,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3734553775743707,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,1.1479041916167665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5495689655172413,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.5170068027210885,0,0,0,0,0,0.48186528497409326,0,0,0,0,0,0,0,0.5527950310559007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46938775510204084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32649253731343286,0,0,0,0,0.2974137931034483,0,0,0,0.21223354958294718
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9441833137485312,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6077586206896551,0,0,0,0
20,0,0,0,0,1.1904761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4272388059701493,0,0,0,0,0.9008620689655172,0,0,0,1.454124189063948
21,0,0,0,0,0,0,0,0,0,0.9893238434163701,0,0,0,0,0,0,0,0,0,0,0,0.6951219512195121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0806754221388368,0,0
22,0,0,0,0.855072463768116,0,0,0,0,0,0.5587188612099644,0,0,0,0,0,0,0,0,0,0,0.0,1.5365853658536586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569811320754717,0,0,0,0.04681377603629614,0,0,0,0,0,0,0,0,0,0,0,0,0.574108818011257,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.126338329764454,0,0,0,0,0,0,0,0,0,0,0
24,0,0.41418439716312055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36780258519388953,0,0,0,0,0,0,0
25,0,0.32978723404255317,0,0,0,0,0,0,0,0,0,0.3275449101796407,0,0.3541383989145183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5030674846625767,0.35106382978723405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3084606345475911,0,0,0,0,0,0,0
26,0,0,0,1.8405797101449275,0,0,0,0,0,1.5871886120996441,0,0,0,0,0,0,0,0,0,0,0,2.3048780487804876,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.9735849056603774,0,1.860759493670886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5140712945590995,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32919254658385094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,1.0714285714285714,0.6567164179104478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473684210526315,0,0,0,0,0
29,0,0,1.0537313432835822,0,0,0,0,0,0,0,0,0,0,0.7354138398914518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8096479791395046,0,0,0.8834355828220859,0.8748435544430538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8509591736350222,0,0,0,0,0,0,0.7697031729785057,0,0,0
30,0.5630630630630631,0,0,0,0,0.2894736842105263,0,0,0,0,0,0,0,0,0,0.19981916817359854,0,0,0,0.1532976827094474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10487404162102958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,1.290035587188612,0,0,0,0,0,0,0,0,0,0,0,1.4268292682926829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1538461538461537,0,0
32,0,0,0,0,0,0,0,0,0,0,0,1.7508982035928145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0187643020594965,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0.45595854922279794,0,0,0,0,0,0,0,0.5279503105590062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39591836734693875,0,0,0,0,0,0,0,0,0,0,0,0.20199857244825126,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,3.7294743059657414,0,0,0,0,2.568421052631579,0,0,0,0,2.4593437945791727,0,0,0,0,0,3.8613518197573655,0,0,0,0,0,0,0,0,0,0,0,0,3.8405148293228875,0,0,0,0,0,2.9210526315789473,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5440976933514247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7629310344827587,0,0,0,0
38,0,0.35106382978723405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0.7078014184397163,1.0417910447761194,0,1.727891156462585,0,0,0,0,0,1.1917098445595855,0.7706586826347306,0,0.582089552238806,0,0,0,0,1.3167701863354038,0,0,0,0,0,0,0,0,0,0,0,0,0.6701434159061278,0,0,0.9815950920245399,0.8003754693366708,1.3877551020408163,0,0,0,0,0,0,0,0,0,0,0,0,0.6896212493851451,0.9981343283582089,0,0.7156286721504113,0,0,1.081896551724138,0.5957011258955988,0,0,0.633920296570899
