iteration,S,L,L/S,C,T,B,I,Ca,Loop,NCycles,O,T-B,T-I,I-I,I-B,GenSD,VulSD,MxSim,MaxChainLength,MeanFoodChainLength,ChnSD,ChnNo,complexity,dynamic_complexity,components,cc,compartmentalisation,mean_tp,sd_tp,stable,mean_cv,nodf,h2,G_qi,V_qi,G_q,V_q,spatially_stable,mean_cv_centroid,mean_cv_area,mean_cv_density
2000,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.1819998661194018,13.157894736842104,0.83866871232402074,4.795454545454546,3.8363636363636364,7.430042262881735,3.8263035950988287,False,[ 0.06678523  0.07492686],0.084289384024861219,0.18564793835556678
2200,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.15792881568683828,13.157894736842104,0.82845032725390755,4.795454545454546,3.8363636363636364,7.20997550204556,3.84607321760115,False,[ 0.07234473  0.07250205],0.092605538399607931,0.16714734506235429
2400,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14664626744513451,13.157894736842104,0.86353580958290965,4.795454545454546,3.8363636363636364,7.03538941534407,3.8282231653198453,False,[ 0.07704759  0.07287603],0.090660731189755511,0.16289145980555089
2600,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14997988862918987,13.157894736842104,0.88000537239640986,4.795454545454546,3.8363636363636364,6.267696756121803,3.784873949579832,False,[ 0.05859874  0.07347349],0.086579273415956462,0.15754559574039875
2800,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.16832129990584888,13.157894736842104,0.84358654643052411,4.795454545454546,3.8363636363636364,7.282728321496267,3.815838639310398,False,[ 0.08362704  0.07357786],0.093922842311482638,0.18056709808942906
3000,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14923734920295095,13.157894736842104,0.84197725197909046,4.795454545454546,3.8363636363636364,6.740824460787005,3.7763535206629704,False,[ 0.06432736  0.0691399 ],0.089900895043514034,0.16902340178600378
3200,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.15356901525837596,13.157894736842104,0.8296961611201048,4.795454545454546,3.8363636363636364,7.054456322494187,3.842191808253361,False,[ 0.07069002  0.07106795],0.088752146177024663,0.17156553093188229
3400,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14834295711606243,13.157894736842104,0.85539664668022564,4.795454545454546,3.8363636363636364,7.013163833007832,3.792290211396141,False,[ 0.07200357  0.07185296],0.088196895428751365,0.15426759019300038
3600,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.15411664946735723,13.157894736842104,0.81217463146745583,4.795454545454546,3.8363636363636364,7.038551986124268,3.765893073127822,False,[ 0.06280004  0.06222783],0.088844833277205895,0.17058852342766226
3800,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14319618636456999,13.157894736842104,0.86160342881121432,4.795454545454546,3.8363636363636364,7.112300981643189,3.79899667225461,False,[ 0.06547506  0.06745383],0.088367027086888178,0.16650591048238367
4000,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.13474303054353998,13.157894736842104,0.85670985176977676,4.795454545454546,3.8363636363636364,7.110954863627284,3.8117927244381953,False,[ 0.0713854   0.07586974],0.082275720351126819,0.14931418874396965
4200,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.14540165438758779,13.157894736842104,0.83797148886177164,4.795454545454546,3.8363636363636364,6.814272493498036,3.7872440823911115,False,[ 0.08454496  0.07726002],0.088143639511099006,0.16344500558864128
4400,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.13254900763122177,13.157894736842104,0.82793682179576977,4.795454545454546,3.8363636363636364,7.523588039867111,3.8511001065630293,False,[ 0.06508109  0.08030778],0.092746635434794042,0.15502357041020595
4600,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.12818690532791163,13.157894736842104,0.84323669860002715,4.795454545454546,3.8363636363636364,7.202635344621989,3.8166030686064083,False,[ 0.06881993  0.06621034],0.092441460589117258,0.15109082106518665
4800,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.13722317875133286,13.157894736842104,0.84491129839777179,4.795454545454546,3.8363636363636364,7.086972861246074,3.82645692964325,False,[ 0.07932941  0.08637428],0.1012884495975674,0.17901027472559991
5000,60,211,3.5166666666666666,0.058611111111111114,0.08333333333333333,0.26666666666666666,0.65,0.03333333333333333,0.05,2,0.4,0.037914691943127965,0.0947867298578199,0.5829383886255924,0.2843601895734597,1.367189741616885,0.5046670174922342,0.5952778702778705,10,5.436222403924775,1.5867162903720322,3.865577707419929,3.5166666666666666,,1,0.24124252495533957,0.001694915254237288,2.7284078606830606,1.706705243849,False,0.16133955612977971,13.157894736842104,0.88556238375431473,4.795454545454546,3.8363636363636364,6.635271962149658,3.8378224428350562,False,[ 0.08181166  0.08649072],0.096271067554505513,0.17990761075891529
