predator/prey,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.3419354838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.2903225806451613,0.0975609756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1282051282051282,0,0,0.2926829268292683,0,0,0,0,0,0,0,0,0,0,0,0,0.1878453038674033,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0.6149732620320856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6366197183098592,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.26666666666666666,0.24757281553398058,0,0,0,0,0.14666666666666667,0,0.24064171122994651,0,0,0,0,0.27918781725888325,0.26785714285714285,0.24053452115812918,0,0,0.25263157894736843,0,0,0,0,0,0.23040380047505937,0,0,0,0,0.22480058013052936,0,0,0.26666666666666666,0,0,0,0,0.19730941704035873,0,0,0,0,0,0.16619718309859155,0.16666666666666666,0,0.14084507042253522,0,0,0,0,0,0,0,0,0.19801488833746897
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18947368421052632,0,0,0,0,0,0.16092636579572447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19718309859154928,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1937799043062201,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0.8251093066833229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2391304347826087,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.2,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19718309859154928,0,0,0,0,0.21739130434782608,0,0,0,0.1250620347394541
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093625498007968,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17391304347826086,0,0,0,0
20,0,0,0,0,1.0888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9436619718309859,0,0,0,0,0.9782608695652174,0,0,0,1.0704714640198512
21,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0.39344262295081966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222,0,0
22,0,0,0,0.2631578947368421,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0.0,0.4262295081967213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3165829145728643,0,0,0,0.10443349753694581,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2777777777777778,0,0,0,0,0,0,0,0,0,0,0
24,0,0.19032258064516128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10557768924302789,0,0,0,0,0,0,0
25,0,0.12903225806451613,0,0,0,0,0,0,0,0,0,0.09494066208619613,0,0.16524701873935263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13095238095238096,0.16312056737588654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08167330677290836,0,0,0,0,0,0,0
26,0,0,0,1.0526315789473684,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.8465608465608465,0,0,0,0,0,0,0,0,0,0,0.9271356783919598,0,0.8913043478260869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0555555555555556,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0.9032258064516129,0.7560975609756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186046511627907,0,0,0,0,0
29,0,0,2.8309859154929575,0,0,0,0,0,0,0,0,0,0,4.275979557069847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4883517034068134,0,0,2.9761904761904763,2.673758865248227,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4122137404580153,0,0,0,0,0,0,3.169230769230769,0,0,0
30,0.20833333333333334,0,0,0,0,0.3106796116504854,0,0,0,0,0,0,0,0,0,0.3483550376970528,0,0,0,0.31625835189309576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2849891225525743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0.7049180327868853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
32,0,0,0,0,0,0,0,0,0,0,0,16.71361648969394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.425305688463585,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0.22666666666666666,0,0,0,0,0,0,0,0.19642857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0.22777777777777777,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,3.556149732620321,0,0,0,0,6.238578680203045,0,0,0,0,3.442105263157895,0,0,0,0,0,3.465558194774347,0,0,0,0,0,0,0,0,0,0,0,0,4.36322869955157,0,0,0,0,0,2.788732394366197,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3730834752981261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30434782608695654,0,0,0,0
38,0,0.18387096774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,2.3483870967741933,2.183098591549296,0,2.577777777777778,0,0,0,0,0,1.9733333333333334,2.2101811367895063,0,1.9165247018739353,0,0,0,0,1.9642857142857142,0,0,0,0,0,0,0,0,0,0,0,0,2.153181362725451,0,0,1.7738095238095237,2.148936170212766,2.05,0,0,0,0,0,0,0,0,0,0,0,0,2.2213740458015265,2.2535211267605635,0,2.4741035856573705,0,0,2.260869565217391,2.0923076923076924,0,0,1.967741935483871
