iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1200,[ 79.10344828  87.        ],[ 113.13267813   91.6977887 ],[ 131.39366516   73.61538462],[  98.75757576  108.78787879],[ 90.10169492  80.33898305],[  97.6588785   104.25700935],[ 118.60377358  116.37735849],[ 118.2173913    94.86956522],[ 96.47342995  97.82125604],[ 103.96153846  110.65384615],[ 60.08536585  80.59756098],[ 101.02535349   90.51389566],[  91.06930693  103.12376238],[ 98.43209877  89.10030864],[ 90.95833333  81.75      ],[ 99.97161725  90.21989602],[ 83.36842105  76.97368421],[  84.58208955  114.37313433],[ 106.859375   95.59375 ],[ 105.29411765   95.75735294],[ 99.13656388  93.55066079],[ 117.12765957  117.21276596],[ 96.72413793  98.62068966],[ 108.43243243  131.16216216],[ 125.67346939  123.56122449],[  91.82840237  101.56213018],[ 89.46341463  94.65853659],[ 102.45614035   98.39473684],[ 103.32394366   89.3304442 ],[ 59.36410256  61.9025641 ],[ 104.42307692  106.98717949],[ 98.58829543  87.93662152],[ 106.45238095   94.23809524],[ 111.1663586   106.56099815],[  86.33628319  101.53982301],[ 103.65   95.3 ],[ 86.5625    92.453125],[ 103.525   86.425],[ 110.36601307  112.93300654],[  70.93150685  144.79452055],[ 81.3819242   52.94752187],[ 106.13937282   95.99651568],[ 105.60526316  107.68421053],[  94.86861314  100.22627737],[  99.98669505  101.80468334],[ 95.63414634  88.19512195],[  83.    104.95],[  84.57768924  110.25498008],[ 100.61538462  110.16923077],[  84.49358974  117.41666667],[ 72.42622951  93.        ],[ 101.51009067   98.40011699],[  97.41715976  109.31360947],[ 115.15625   83.9375 ],[  73.73170732  104.19512195],[  98.84  110.4 ],[ 91.83333333  96.47619048],[  91.72  107.  ],[ 105.18844765  111.42599278],[ 127.86941581   96.26231386]
1220,[ 83.43589744  91.71794872],[ 112.89885057   91.72643678],[ 138.06694561   70.64435146],[ 102.24242424   80.84848485],[ 98.5862069   85.89655172],[  94.87837838  102.72972973],[ 110.84615385   98.07692308],[ 111.48837209   93.72093023],[  94.33800623  100.07165109],[  94.72222222  123.19444444],[ 50.2375  72.9   ],[ 97.84777827  91.0624725 ],[  90.57746479  102.02347418],[  89.51958225  101.97389034],[ 110.42307692  102.23076923],[ 102.26177422   91.99479826],[ 96.82857143  95.82857143],[  82.48818898  107.52755906],[  93.109375  101.703125],[ 106.31952663  100.70118343],[ 98.97356828  93.73568282],[ 121.    107.75],[ 95.23076923  97.25274725],[ 121.91428571  111.68571429],[ 121.26582278  104.02531646],[ 90.50578035  96.4017341 ],[ 88.34146341  94.7804878 ],[ 101.86026201   97.82532751],[ 97.88251121  80.17130045],[ 36.39285714  74.68506494],[  98.57086614  109.06692913],[ 102.08685319   93.46613374],[  84.44444444  109.7037037 ],[ 110.82358771  105.53022795],[  88.21008403  107.32773109],[ 105.01818182  106.05454545],[ 96.1369863   88.89041096],[ 113.25         79.97222222],[ 116.10828025   99.23142251],[ 65.04697987  88.41610738],[ 72.96969697  68.04761905],[ 102.94295302   94.38926174],[ 104.69444444  105.27777778],[ 95.10544218  98.41496599],[  97.9819197   101.18691837],[ 103.31428571   81.57142857],[  94.91176471  102.97058824],[  87.80664653  107.        ],[  98.11486486  106.83108108],[  82.10497238  117.29281768],[  85.0617284   108.13580247],[ 101.68777125   99.94230278],[  95.04571429  106.29428571],[ 117.10810811   84.7027027 ],[ 89.7         92.03333333],[  95.07843137  105.41176471],[ 86.78378378  97.27927928],[  97.52173913  100.39130435],[ 108.19982921  107.66353544],[ 118.5182102    95.22580645]
1240,[ 93.34090909  94.22727273],[ 110.6772009    91.90744921],[ 139.18595041   66.61157025],[ 91.61538462  90.        ],[  97.          101.05084746],[  95.28636364  104.68636364],[ 97.23636364  98.96363636],[ 104.15151515  112.66666667],[ 93.10385757  99.32195846],[ 101.26470588  116.14705882],[ 45.89100817  71.18256131],[ 96.96836483  92.1064092 ],[  92.78095238  100.62380952],[  82.28054299  109.85972851],[ 103.525   98.675],[ 104.47179126   92.52510578],[ 101.92307692  101.48717949],[  82.54135338  106.68421053],[ 105.56976744  104.56976744],[ 106.06291391  101.53311258],[ 99.49115044  97.5840708 ],[ 111.74074074   98.96296296],[  95.92  100.16],[ 114.23076923   97.38461538],[ 117.57777778  109.62222222],[ 95.02017291  90.63400576],[ 95.4375  91.3125],[ 99.93103448  97.73275862],[ 95.79103398  81.07447578],[  64.08641975  126.9218107 ],[  95.51923077  108.77307692],[ 103.30785604   99.03898994],[  98.42857143  107.5952381 ],[ 109.35215606  102.51848049],[  91.48717949  113.58974359],[ 107.01234568  105.64814815],[ 92.57303371  95.95505618],[ 98.13157895  88.73684211],[ 123.8647343   107.13285024],[ 61.12380952  64.27619048],[ 118.29107981   60.10328638],[ 99.50160772  93.43729904],[ 100.22727273  110.52272727],[ 95.02517986  95.43884892],[  96.63305322  100.81764706],[ 106.66666667   67.69444444],[  88.06896552  104.34482759],[ 92.96767241  94.67456897],[  92.67096774  105.59354839],[  82.4611399  117.0880829],[  80.79746835  105.03797468],[ 101.80321379  101.17978575],[  93.09749304  104.73816156],[ 123.43589744  103.51282051],[ 112.05263158   95.86842105],[  98.96153846  101.21153846],[ 89.37037037  95.21296296],[ 78.48  93.  ],[ 109.8787594   109.57706767],[ 112.42634653   98.1596366 ]
1260,[ 98.11111111  83.36111111],[ 111.31294118   90.95764706],[ 132.85786802   72.73604061],[ 108.    100.75],[ 93.41935484  91.91935484],[  92.84259259  103.79166667],[ 45.06329114  74.06329114],[ 107.52941176  105.82352941],[ 91.63529412  99.77647059],[  96.83870968  103.51612903],[ 53.94344473  69.53727506],[ 98.11290323  90.69470046],[ 89.35148515  96.78712871],[  68.10115911  117.98419389],[ 106.48648649   86.2972973 ],[ 105.50732601   92.66934348],[  88.4    113.625],[  77.56028369  101.43262411],[ 105.02040816   93.09183673],[  99.74333333  100.29333333],[  99.50420168  103.23109244],[ 104.84210526   96.89473684],[  91.29885057  104.11494253],[ 106.71875  105.59375],[ 104.27906977   89.62790698],[ 93.48664688  91.99703264],[ 105.72413793   98.5862069 ],[  98.01818182  101.62272727],[ 93.43570537  83.31523096],[  78.45021645  135.5021645 ],[  93.40611354  109.48034934],[ 103.28306198  101.53927449],[  95.25        100.94444444],[ 109.72396857  100.55697446],[  86.47747748  107.13513514],[ 108.36601307  106.90196078],[ 94.08860759  98.53164557],[ 107.72222222   89.19444444],[ 116.27256318   98.56137184],[ 58.27906977  59.91860465],[ 143.           51.15708812],[ 99.52795031  96.05590062],[  91.          121.80555556],[ 99.11721612  95.28205128],[  96.89517369  101.60221334],[ 95.34285714  91.05714286],[ 94.275  98.8  ],[ 98.84385382  92.16943522],[  92.89714286  102.77714286],[  81.11979167  116.91666667],[  84.32258065  108.79569892],[ 101.8079767   103.01949361],[  92.52197802  104.79395604],[ 120.94444444   89.77777778],[ 109.89655172   83.72413793],[  95.90740741  100.59259259],[ 85.54081633  98.2244898 ],[ 93.76  95.12],[ 109.97131931  108.50286807],[ 102.94257179   95.91344153]
1280,[ 93.57894737  87.10526316],[ 111.35576923   92.70432692],[ 121.80392157   77.50326797],[ 103.15384615  105.23076923],[  93.05454545  106.65454545],[  96.13839286  105.27678571],[ 62.9122807   72.38596491],[  88.36842105  110.52631579],[  90.24088748  102.36291601],[ 114.73333333  111.26666667],[ 62.46491228  71.41520468],[ 100.99124407   92.1382707 ],[ 88.04694836  96.85446009],[  62.91190707  110.51210068],[ 108.14285714   89.        ],[ 104.65830546   93.58835006],[ 103.7     97.625],[ 81.27338129  97.64748201],[ 96.01111111  87.02222222],[ 95.24929178  88.79036827],[ 96.49166667  99.87916667],[ 97.46666667  99.17777778],[  95.65909091  111.82954545],[ 100.95555556   91.4       ],[ 85.76744186  97.90697674],[ 96.4398827   95.91788856],[ 90.475  89.925],[ 104.08490566   96.96226415],[ 91.62604603  86.59780335],[  90.104  126.104],[  93.97727273  107.81363636],[ 103.12912723  101.78338591],[ 106.58333333  102.58333333],[ 109.81182266   97.12906404],[  91.51456311  110.62135922],[ 104.55769231  109.03205128],[ 94.60227273  92.06818182],[ 101.91666667   91.        ],[ 116.82482759  106.8937931 ],[ 48.82442748  67.19083969],[ 143.5952381    51.86666667],[ 95.88216561  95.88853503],[ 104.21428571  111.21428571],[ 106.24187726   90.10830325],[  97.04696411  101.47534384],[ 105.56097561   92.3902439 ],[  88.47222222  104.05555556],[ 101.59743954   91.54054054],[  90.76666667  100.27222222],[  80.24338624  123.85185185],[  79.57  101.38],[ 102.43553531  104.81981777],[  92.09782609  106.58423913],[ 120.10204082  132.12244898],[ 116.7037037    90.92592593],[ 95.73684211  96.42105263],[  90.4742268   101.46391753],[  93.5862069   102.75862069],[ 106.3092437   107.38907563],[ 96.36619718  89.04225352]
1300,[ 98.8372093  92.8372093],[ 107.68622449   96.17346939],[ 116.55339806   85.29126214],[ 105.34375  107.9375 ],[  92.89130435  110.2826087 ],[  95.70909091  105.88636364],[ 62.95541401  73.17197452],[ 106.87179487  104.38461538],[  92.22789116  109.33163265],[ 114.71875   98.90625],[ 74.86904762  83.15079365],[ 100.57994877   91.52213685],[ 88.75576037  94.92626728],[  62.26344676  105.00987925],[ 86.29787234  92.80851064],[ 103.7573866    95.22125121],[ 106.30952381   91.38095238],[ 88.07746479  98.51408451],[ 93.17857143  86.26190476],[ 94.65526316  88.18421053],[  97.81304348  102.69565217],[ 98.24074074  91.90740741],[  93.38043478  109.5326087 ],[ 100.97674419   87.97674419],[ 79.84210526  89.1754386 ],[ 101.85714286   97.97460317],[ 104.925   99.975],[ 107.165   99.7  ],[ 90.16043031  86.11272217],[  81.30666667  121.32666667],[  91.6036036   109.27027027],[ 104.45629611  101.6778792 ],[ 100.88  113.32],[ 109.43819188   97.45387454],[  92.46590909  109.64772727],[ 100.14285714  106.81818182],[ 105.9893617    87.71276596],[ 98.27272727  89.25      ],[ 123.76448243  106.90218424],[ 52.13768116  72.67391304],[ 142.78719008   48.04752066],[ 95.52694611  93.20658683],[  91.75        109.22916667],[ 111.69148936   84.65957447],[  99.391494    101.06034169],[ 101.59574468   92.23404255],[ 100.97368421  107.10526316],[ 101.21468144   95.55817175],[  89.4972067   102.59776536],[  79.1754386   125.71929825],[  87.09677419  102.64516129],[ 104.05635126  108.40197229],[  92.50546448  106.88251366],[ 123.79365079  123.85714286],[ 107.41176471  107.23529412],[  97.87719298  100.98245614],[  97.47222222  106.18055556],[ 81.48387097  98.64516129],[  98.60562365  101.45349676],[ 93.28844483  83.78424558]
1320,[ 94.94736842  95.02631579],[  98.86666667  101.78055556],[  99.85507246  102.30434783],[ 105.68571429  109.68571429],[ 90.66  88.52],[ 104.19811321  108.81132075],[ 52.25517241  83.97931034],[ 106.59259259  110.22222222],[  93.89087657  111.88908766],[ 106.17241379   99.4137931 ],[ 77.83700441  86.95594714],[ 100.64637354   90.95753476],[ 87.41284404  95.65137615],[  80.18114603  100.18853974],[ 104.60465116   89.62790698],[ 103.89472962   96.20793302],[ 118.10810811   93.62162162],[ 98.68181818  98.64393939],[ 102.94444444   90.23611111],[ 101.61618257   84.92738589],[  93.26548673  107.62389381],[ 107.09859155   90.25352113],[  87.21818182  103.75454545],[ 82.36111111  89.36111111],[ 81.38461538  77.44871795],[ 105.54166667   93.46130952],[ 98.775  83.525],[ 102.99526066  100.81516588],[ 92.83091787  89.17742644],[  62.5890411   108.20547945],[  89.62211982  109.73271889],[ 106.94179659  101.56005939],[ 88.11363636  97.        ],[ 110.58477509   96.80536332],[  97.23170732  107.76829268],[  99.2972973   101.71621622],[ 104.52808989   96.80898876],[ 98.47916667  98.91666667],[ 114.05602456  107.63699156],[ 61.6442953   75.08724832],[ 126.03735632   60.58045977],[ 95.78915663  92.92771084],[  94.44444444  115.13333333],[ 109.13265306   84.59183673],[ 104.85234899   99.17337808],[ 102.375   96.875],[ 99.82978723  94.95744681],[  97.35419847  100.66259542],[  91.76966292  101.3258427 ],[  81.92715232  122.99337748],[  83.8902439   108.01219512],[ 104.45941921  111.35989079],[  92.50424929  106.13597734],[ 117.86792453  111.94339623],[ 101.35555556  105.24444444],[  96.04918033  104.73770492],[ 106.2         104.26666667],[ 78.6         96.63333333],[ 93.46450809  98.55354919],[ 94.62763012  90.9324474 ]
1340,[  98.19512195  101.43902439],[  99.41741742  102.01201201],[  93.7195122   105.53658537],[  90.73684211  104.84210526],[  94.725  100.55 ],[ 105.42600897  107.77578475],[ 74.5         87.94067797],[  92.44186047  111.6744186 ],[  96.09942639  112.5793499 ],[  87.40625  109.9375 ],[ 96.7688172  93.2688172],[ 99.76914198  90.77760677],[ 87.76097561  90.89268293],[  89.94805195  106.68831169],[ 95.61111111  74.80555556],[ 104.72602555   97.09804976],[ 120.80555556  108.        ],[ 101.62857143   97.29285714],[ 106.72463768   90.07246377],[ 105.90102389   90.22354949],[  88.9375      106.51785714],[ 108.19672131  103.04918033],[ 95.23584906  89.16037736],[ 93.58333333  95.41666667],[ 73.75630252  73.49579832],[ 104.9516129    92.85752688],[ 93.36734694  94.2244898 ],[ 100.27272727   99.784689  ],[ 95.66492644  91.04698624],[  65.95287958  108.59685864],[  92.11926606  110.31651376],[ 106.67502743  104.18419815],[  90.31707317  102.29268293],[ 106.26944667   98.64073777],[  94.32432432  115.63513514],[  96.10852713  101.6744186 ],[ 100.96470588   99.68235294],[  85.30769231  120.11538462],[ 105.53225806  104.84629981],[ 64.15384615  69.03846154],[ 121.82795699   64.90322581],[ 97.96107784  92.89221557],[  94.01724138  126.03448276],[ 105.51202749   85.11340206],[ 107.29536178   97.56549165],[ 107.70731707   99.07317073],[ 100.66666667   85.2       ],[  92.70780399  100.76406534],[ 93.43030303  94.79393939],[  89.51785714  110.33035714],[ 89.03773585  92.0754717 ],[ 106.89601251  113.30492572],[  93.04477612  105.99402985],[  97.90243902  107.43902439],[  91.90909091  119.22727273],[  96.12727273  116.2       ],[  92.          110.30882353],[  95.06896552  112.65517241],[ 91.66213152  98.28911565],[ 91.10849673  95.58091503]
1360,[ 99.04444444  96.75555556],[  98.91317365  101.34431138],[  85.47297297  106.97297297],[ 100.4137931   122.03448276],[  86.76190476  105.52380952],[ 101.74654378  113.93548387],[  81.79487179  104.41880342],[  83.28888889  100.06666667],[  99.32443532  114.95687885],[  79.32142857  105.60714286],[ 118.696   93.776],[ 97.58835027  91.84558249],[ 89.38536585  87.84878049],[ 124.6728972    88.19314642],[  85.23809524  102.11904762],[ 105.40739242   98.13044651],[ 117.35555556  106.28888889],[ 103.88495575  102.45132743],[ 102.81666667   88.08333333],[ 109.25         93.12345679],[ 89.81696429  97.83482143],[ 116.69354839   96.79032258],[ 98.37837838  87.01801802],[ 93.89655172  91.31034483],[ 71.24637681  94.85507246],[ 103.83835616   90.99452055],[ 102.86666667   87.28888889],[ 95.22522523  96.94594595],[ 98.68310658  96.09863946],[  85.77575758  105.71818182],[  92.46634615  102.00961538],[ 105.41144625  101.16581593],[ 89.61363636  94.09090909],[ 103.96546547   97.34384384],[ 100.01369863  107.12328767],[ 96.8034188  99.7008547],[  97.86516854  102.79775281],[  90.67391304  127.97826087],[  96.80864198  111.43930041],[ 60.85338346  74.97744361],[ 103.87162162   72.65540541],[ 102.15902141   97.14373089],[  86.31666667  118.63333333],[ 104.98648649   82.94256757],[ 107.713879     93.76939502],[  99.82352941  101.97058824],[ 96.02173913  91.60869565],[  98.81838074  104.77899344],[ 90.28070175  97.75438596],[  91.87878788  107.03030303],[ 78.7826087   87.73913043],[ 108.32010207  110.86759286],[  93.29573171  103.54878049],[  89.61538462  108.76923077],[  91.35  107.35],[  92.6  105.2],[  92.27868852  103.29508197],[  87.3125   103.03125],[ 89.49359331  96.84289694],[  94.60337452  103.18868821]
1380,[ 86.5106383   80.91489362],[ 99.54216867  98.98493976],[  81.81967213  103.01639344],[  68.52631579  122.68421053],[  94.87179487  108.61538462],[ 103.18274112  114.54822335],[  82.08955224  125.49253731],[  84.26530612  100.02040816],[ 101.75273523  115.90153173],[  84.19230769  111.92307692],[ 126.81372549   89.        ],[ 95.86979377  92.71128184],[ 87.23115578  85.6080402 ],[ 137.55313351   76.1852861 ],[ 101.32075472  101.03773585],[ 106.07674323   99.2324302 ],[  99.31578947  102.80701754],[ 104.16981132  100.88679245],[ 107.8028169   96.5915493],[ 106.93042292   94.17053206],[ 85.52606635  92.01895735],[ 106.03703704   94.72222222],[ 91.63888889  91.36111111],[ 113.54545455   96.66666667],[  57.03883495  111.66990291],[ 103.875        89.46195652],[ 93.90909091  92.3030303 ],[ 99.31308411  94.30841121],[ 105.63202066   98.82440284],[ 87.08474576  97.99322034],[ 100.975   97.695],[ 103.13417414   99.26652484],[  94.17948718  103.84615385],[ 104.79912023   99.0542522 ],[ 108.86567164  108.17910448],[ 93.208  94.624],[ 105.421875  100.921875],[  85.08  122.98],[  87.16131907  112.92780749],[ 71.88448845  78.38943894],[ 104.03966597   73.02713987],[ 103.40460526   92.75328947],[  85.53225806  108.87096774],[ 105.27124183   91.99019608],[ 105.92540793   93.83250083],[ 103.41463415   99.29268293],[ 89.0212766   88.04255319],[ 102.32020997  110.84251969],[ 93.66473988  96.20231214],[  96.97826087  107.22826087],[ 82.3125  88.5625],[ 106.27364439  109.04697352],[  95.01506024  101.69578313],[  76.74576271  107.22033898],[  82.54166667  107.29166667],[ 101.85106383  106.59574468],[ 83.98387097  94.14516129],[  79.69230769  117.58974359],[ 92.39878654  97.35686707],[ 102.01717949  110.8874359 ]
1400,[ 103.07894737   95.81578947],[ 101.84591195   96.66352201],[ 78.65151515  92.72727273],[  98.125  107.375],[ 104.74193548  106.03225806],[ 104.22330097  109.55825243],[  78.27777778  132.50793651],[ 103.4  104.8],[ 103.44029851  112.61691542],[  76.5625  114.4375],[ 137.05494505   75.04395604],[ 96.65763136  92.04378649],[ 86.67788462  89.66346154],[ 134.63129973   75.61803714],[  94.32352941  102.5       ],[ 106.65652533  100.55713106],[ 104.43181818  117.86363636],[ 103.22429907  100.42990654],[ 102.53731343   98.37313433],[ 108.80319149   93.74202128],[ 88.21559633  94.70642202],[ 100.29166667   96.08333333],[ 92.40186916  93.29906542],[ 98.65909091  87.95454545],[  55.02307692  107.16153846],[ 102.04545455   93.97727273],[ 104.55    84.975],[ 94.98076923  92.91826923],[ 106.89095128   98.96597061],[ 86.4939759   93.47590361],[ 101.21698113  100.91509434],[ 105.87975068   96.77531164],[  92.69230769  101.28205128],[ 102.21214338  100.20775421],[  93.36144578  100.20481928],[ 92.26446281  92.31404959],[ 120.75  103.05],[  76.46341463  122.2195122 ],[  84.12175649  121.6237525 ],[ 71.71276596  66.80496454],[ 110.33333333   67.02096436],[ 98.79016393  91.24262295],[  87.24074074  107.25925926],[ 101.63461538   94.93910256],[ 102.66425652   93.8101226 ],[  82.64102564  111.48717949],[ 74.97142857  95.82857143],[ 105.59615385  110.15384615],[ 96.05142857  94.38285714],[  94.6185567   107.50515464],[ 95.725  75.125],[ 104.21914446  103.91619916],[  96.95652174  100.66770186],[ 76.50847458  99.84745763],[  88.84090909  112.56818182],[ 107.38461538   98.82692308],[  85.03030303  101.21212121],[  88.6   116.15],[  95.50873478  103.14187401],[ 112.06049496  115.72227314]
1420,[ 107.57142857  100.77142857],[ 108.20447284   92.79233227],[ 92.97142857  94.5       ],[  93.08823529  109.        ],[  96.54285714  105.08571429],[ 103.28095238  113.22857143],[  89.44444444  111.92222222],[  96.15789474  126.13157895],[ 103.24281984  109.2767624 ],[  92.72727273  136.21212121],[ 135.13333333   82.22222222],[ 97.74006488  89.87064071],[ 84.96226415  92.73584906],[ 130.75141243   71.91525424],[ 121.12765957  113.08510638],[ 107.83403657  103.52376934],[ 113.90740741  105.03703704],[ 106.63551402   97.96261682],[ 107.13207547   98.56603774],[ 107.27284946   97.84811828],[ 87.99559471  94.23788546],[ 92.8490566   96.33962264],[ 92.29  90.41],[ 82.375   97.0625],[  69.95967742  113.36290323],[ 97.58358663  97.48024316],[ 111.73170732  100.46341463],[ 96.4    93.035],[ 108.58564014   94.93425606],[ 122.47586207  101.43448276],[ 101.72146119  100.66210046],[ 109.31479614   96.83244489],[ 86.64705882  98.55882353],[ 103.09402985   94.32462687],[ 98.9673913   99.29347826],[ 93.36607143  89.85714286],[ 101.15517241  103.93103448],[  92.30232558  118.53488372],[  77.5834464   137.17232022],[ 65.35428571  52.36      ],[ 111.75137112   57.8226691 ],[ 98.00325733  95.31270358],[ 92.77272727  97.34090909],[ 99.52159468  97.45847176],[ 97.35190793  94.51847365],[  82.68181818  109.79545455],[  85.51219512  108.68292683],[ 101.85217391  110.64057971],[ 94.5027933   93.46368715],[  94.2991453   105.82051282],[ 97.27906977  80.81395349],[ 103.12902019  102.16192969],[ 96.559375  90.7375  ],[ 100.          125.23076923],[  97.68292683  114.46341463],[ 112.38983051   98.44067797],[ 92.2625  93.075 ],[  85.61538462  122.64102564],[  99.7252208   109.58832188],[ 122.89375542  108.00130095]
1440,[ 113.42424242  106.48484848],[ 107.0477707    87.66878981],[ 88.09210526  89.19736842],[ 101.55         90.13333333],[ 116.25714286   77.65714286],[  99.80092593  106.90740741],[  85.78313253  111.4939759 ],[ 125.9375   115.15625],[ 100.86233766  109.62077922],[ 102.51515152  122.27272727],[ 128.65740741   78.07407407],[ 98.35477658  88.98767334],[ 84.5990991  93.1036036],[ 109.40393013   78.97379913],[ 116.48717949  121.48717949],[ 107.78182846  105.48523386],[ 93.92857143  98.10714286],[ 95.90839695  95.16793893],[ 100.14583333   98.625     ],[ 106.10099573   99.27027027],[ 91.52511416  93.90410959],[  84.38297872  106.68085106],[ 87.16853933  93.76404494],[  94.9  120.8],[  81.63855422  107.19277108],[ 103.94855305  101.09324759],[ 102.          111.30555556],[ 91.95721925  89.32620321],[ 105.06260032   87.03691814],[ 158.15447154   88.08130081],[ 100.08333333   97.21929825],[ 107.5331321    97.12922237],[  83.51612903  119.5483871 ],[ 102.43478261   91.79288538],[ 108.85714286   97.44761905],[ 93.77868852  81.60655738],[ 110.67213115   93.67213115],[  90.40625  121.03125],[  89.52796053  135.75493421],[ 63.9766537  76.3151751],[ 130.05450734   67.42348008],[ 95.00319489  98.80830671],[ 102.12765957   99.9787234 ],[ 96.49514563  98.77669903],[ 92.70581077  94.75905081],[  95.58695652  110.97826087],[  92.5625  102.25  ],[ 108.76993865  113.86809816],[ 89.46745562  94.73964497],[  98.4488189   108.22047244],[ 95.85106383  81.9787234 ],[ 100.23644793  102.43188302],[ 97.20783133  89.19277108],[ 103.56862745  111.62745098],[ 103.4047619   90.9047619],[ 116.90384615   88.92307692],[ 100.72916667   91.44791667],[  83.18604651  121.13953488],[ 105.21283784  110.66554054],[ 127.92484076   93.58216561]
1460,[ 109.075  117.275],[ 105.39318885   87.95665635],[ 96.15730337  97.92134831],[ 112.03921569   87.        ],[ 98.18181818  83.54545455],[ 104.49583333  108.37083333],[ 91.8         98.68333333],[ 111.7027027   119.54054054],[  97.89420655  111.44080605],[ 102.47826087  124.13043478],[ 114.125        65.76923077],[ 97.96256299  88.08603312],[ 88.52336449  96.55140187],[ 107.17857143   86.00535714],[ 109.81818182  115.95454545],[ 106.84285714  106.07212885],[ 126.38461538   94.5       ],[ 94.53571429  99.17857143],[  91.52631579  103.31578947],[ 110.0178282   101.63857374],[  94.95327103  100.14018692],[ 90.64615385  93.46153846],[ 83.37894737  93.85263158],[ 88.85185185  96.77777778],[ 127.73333333  105.91111111],[ 104.57507987  100.7571885 ],[ 115.14705882  111.47058824],[ 98.82608696  91.47826087],[ 101.27476038   81.28354633],[ 152.25233645  108.57943925],[  95.34782609  101.50869565],[ 103.9289535    96.73611302],[ 105.92105263  120.26315789],[ 102.12367779   89.817738  ],[ 100.23  101.91],[ 95.76428571  84.97857143],[ 96.67857143  96.51785714],[  77.82352941  109.5       ],[ 107.64746544  128.75576037],[ 73.25847458  89.55508475],[ 134.12072893   68.26651481],[ 98.634375  99.734375],[ 112.85  132.  ],[ 95.62928349  97.68847352],[ 90.59196485  96.56811048],[  92.8125   114.15625],[ 102.76190476   96.42857143],[ 106.76246334  114.58357771],[ 84.55214724  92.01840491],[  99.6328125  112.3984375],[ 89.71111111  95.4       ],[  97.72182254  101.16409729],[ 97.59587021  86.34513274],[ 119.18367347  102.34693878],[ 106.64705882   97.74509804],[ 99.3220339   87.05084746],[ 104.79130435   99.49565217],[  93.37142857  112.74285714],[ 109.19219368  109.62697628],[ 123.2405694    87.85765125]
1480,[ 112.5         107.70454545],[ 102.94311377   87.88323353],[ 91.55913978  99.31182796],[ 113.4047619   88.5      ],[ 90.30188679  91.88679245],[  99.69620253  101.58227848],[ 101.14583333  105.64583333],[ 122.06451613  114.4516129 ],[  97.53571429  111.03061224],[ 119.67857143   98.        ],[ 106.43478261   66.72826087],[ 97.23653088  88.12220762],[  91.6969697   101.15151515],[ 109.79173047  100.89586524],[ 100.28571429  113.80952381],[ 106.30948419  106.80074875],[ 126.58333333  104.04166667],[  95.28037383  108.71028037],[ 93.85        92.13333333],[ 110.1865942   100.86594203],[ 98.9040404   99.46464646],[ 110.65306122  105.16326531],[ 82.16504854  94.18446602],[  87.08  107.68],[ 115.38095238  113.76190476],[ 108.42948718   98.2275641 ],[ 114.95121951  102.7804878 ],[ 102.08181818   92.97727273],[ 99.8052348   82.46035412],[ 122.87804878  117.62195122],[  92.1277533   103.44493392],[ 102.019483     96.96587291],[ 90.79411765  91.05882353],[ 100.44444444   87.785658  ],[ 98.21008403  97.42016807],[ 96.02409639  85.34337349],[ 87.52238806  98.88059701],[ 102.78571429  109.42857143],[ 110.6039886   123.48148148],[ 83.14975845  62.02898551],[ 129.52955665   87.9679803 ],[  97.88401254  100.47648903],[ 110.09756098  113.6097561 ],[ 95.88581315  97.75778547],[ 90.76902973  96.05423064],[  93.52941176  115.26470588],[ 110.15217391  101.54347826],[ 104.5042735   120.91452991],[ 84.98765432  90.95061728],[  90.81021898  112.16788321],[ 86.58823529  96.14705882],[  96.93459495  100.29714475],[ 99.04972376  86.5       ],[ 111.32075472   86.79245283],[ 111.11111111   94.59259259],[ 88.66666667  82.54385965],[ 104.2605042   101.79831933],[ 106.18518519  117.7037037 ],[ 111.98551474  106.49974133],[ 95.79723792  98.61581921]
