iteration,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
220,[ 87.76470588  92.41176471],[ 95.77725118  95.50575491],[ 90.97572816  74.42961165],[  89.18333333  102.4       ],[ 94.16666667  78.88888889],[ 102.44217687  104.68707483],[ 101.52857143   97.47142857],[  96.55555556  106.40740741],[ 105.15871935   97.70606267],[  88.75862069  102.13793103],[ 67.57894737  99.52631579],[  99.22643678  105.06551724],[ 100.66438356  106.79452055],[ 109.7907489   77.979442 ],[  85.97777778  102.44444444],[  98.42393162  103.91350427],[  98.14285714  101.23809524],[ 120.23076923   95.69230769],[ 88.          72.21052632],[ 106.62969925  103.78759398],[ 100.38888889  103.98333333],[ 113.46428571  105.69642857],[ 92.          76.54545455],[ 107.61016949   85.22033898],[ 108.69503546   81.15602837],[ 95.47926267  96.53456221],[ 104.63461538  109.69230769],[  98.25333333  101.32666667],[  72.19512195  108.68292683],[  56.09183673  128.30612245],[  97.36979167  107.10416667],[ 114.44290351   89.87282384],[ 102.96078431   89.        ],[  97.59298953  103.22632707],[ 98.84324324  88.36216216],[ 95.65180824  91.69722456],[ 109.87878788  107.72727273],[  90.53623188  104.08695652],[ 94.19379845  85.21705426],[ 105.2625   97.825 ],[ 107.43589744   98.58974359],[  94.68452381  100.82738095],[  99.17021277  104.61702128],[ 96.33142857  87.72      ],[ 95.60856269  97.49235474],[ 86.02564103  88.43589744],[ 103.42647059   81.58823529],[  81.13333333  119.06666667],[ 104.84100418   97.17573222],[ 101.74836868   98.59216966],[ 127.42857143   90.75      ],[ 103.35599694   92.44117647],[ 100.59216867   98.80361446],[ 105.23728814   98.25423729],[ 95.89473684  98.8245614 ],[ 101.05825243   96.25242718],[ 100.44503474  108.41765427],[ 101.65517241   98.93103448],[ 100.95576708  100.19242255],[  73.05300353  112.6360424 ]
240,[ 87.88095238  96.73809524],[ 95.68667546  95.8469657 ],[ 88.50877193  74.45614035],[  91.17142857  110.25714286],[ 71.57142857  96.42857143],[ 105.312  101.66 ],[ 96.4368932   93.60194175],[ 100.64912281  104.71929825],[ 105.62305699   97.64572539],[  92.8         102.54285714],[ 97.83333333  76.4       ],[  97.3810872   107.33465459],[ 109.37804878  107.6097561 ],[ 107.00503778   82.28526448],[ 95.52459016  95.1147541 ],[  98.86121113  103.20032733],[ 103.50588235   98.30588235],[ 117.9  106. ],[ 87.5      78.65625],[ 102.08597285  101.85746606],[  99.93969849  103.96984925],[ 103.93333333  107.28333333],[ 101.11111111   80.16666667],[ 100.72631579   95.06315789],[ 97.13257576  82.06818182],[ 95.76785714  94.4375    ],[  98.01515152  100.48484848],[  94.08379888  100.39664804],[ 94.45  89.15],[  45.41780822  131.52054795],[  99.86592179  108.11173184],[ 114.75083382   89.69334903],[ 91.13333333  84.88      ],[  97.78029698  105.34823567],[ 96.61463415  84.12195122],[ 95.70995261  89.03507109],[ 111.54166667   97.5       ],[ 102.80246914  103.33333333],[ 97.78232759  75.61206897],[ 114.96666667   93.46666667],[ 109.26666667  111.33333333],[  92.11904762  104.46428571],[ 104.49122807   90.84210526],[ 95.75287356  92.28735632],[ 94.44965787  95.80156403],[ 91.10869565  91.02173913],[ 103.72727273   80.78512397],[ 89.16666667  87.66666667],[ 98.63333333  90.74666667],[ 101.59960938   98.82539062],[ 116.4          68.62857143],[ 104.39206612   90.82545455],[ 101.02892308   99.19569231],[ 101.234375   93.140625],[ 94.63636364  96.07575758],[  99.27536232  102.44927536],[  96.39193885  109.76615705],[ 109.60526316   94.94736842],[ 101.32886905  101.09056122],[  65.79141104  104.66871166]
260,[ 94.64583333  99.02083333],[ 95.17587601  97.6893531 ],[ 87.42007435  76.97769517],[  99.5         106.59090909],[  81.93103448  108.93103448],[ 102.46568627   96.49509804],[  95.09009009  103.24324324],[ 102.84848485  108.16666667],[ 105.53060606   97.69151515],[  95.95121951  100.12195122],[ 85.24242424  83.54545455],[  99.61072664  110.79238754],[ 113.52857143  101.04285714],[ 96.44235925  93.2541555 ],[ 101.64864865   97.54054054],[  99.06126296  103.36726359],[ 107.17333333  104.97333333],[ 107.68181818  114.54545455],[ 83.11538462  88.69230769],[ 96.97701149  98.37356322],[  99.11764706  105.81372549],[ 109.17910448   99.3880597 ],[ 110.      101.5625],[ 103.16363636   94.95454545],[ 89.61002179  92.16557734],[ 91.29184549  94.05150215],[  98.24719101  102.84269663],[  95.02403846  101.27403846],[ 103.37037037   73.85185185],[  67.7125   135.36875],[ 100.1954023   112.13218391],[ 111.99361732   91.39433884],[ 85.17582418  88.81318681],[  98.72430355  108.09221902],[ 101.19796954   81.94923858],[ 98.01366743  87.21753986],[ 75.6  81.7],[ 103.64285714  108.07142857],[ 96.13640099  80.68364832],[ 109.70945946   94.84459459],[ 110.22368421   94.18421053],[  89.61764706  104.32352941],[  88.06944444  101.91666667],[ 91.26804124  93.62371134],[ 93.75201613  93.18044355],[ 93.30357143  92.39285714],[ 102.44375   83.03125],[ 91.56521739  98.08695652],[ 98.07317073  88.70731707],[ 101.1328539    99.29220288],[ 104.94871795   86.8974359 ],[ 104.40626797   89.8826912 ],[ 101.18134715   99.90544041],[ 113.31428571   98.57142857],[  93.23376623  100.63636364],[ 104.51923077   97.19230769],[  95.8816568   108.16337936],[ 105.0625      107.45833333],[  99.97075862  102.91393103],[ 131.64210526   96.45263158]
280,[  96.69090909  105.92727273],[  97.10553506  100.60885609],[ 86.45535714  79.87678571],[ 101.32786885  106.04918033],[ 110.51851852   82.85185185],[  97.52439024  101.85365854],[ 101.39805825  104.84466019],[ 102.73684211  103.14035088],[ 104.53631927   97.38185472],[ 96.91891892  95.67567568],[ 98.          86.76315789],[ 101.72562206  111.48217888],[ 113.09459459  100.67567568],[  94.82963827  106.45857643],[ 97.67532468  98.11688312],[  98.68634575  103.55373903],[ 108.89285714   92.29761905],[ 105.95833333  101.35416667],[ 100.96296296   90.51851852],[ 95.73722628  94.31751825],[  99.73933649  103.33649289],[ 104.91935484  101.75806452],[ 104.35483871  118.5483871 ],[ 104.96551724  106.84827586],[ 85.43147897  95.89687924],[ 92.57024793  90.07024793],[ 89.89534884  91.69767442],[ 101.14285714  101.44761905],[ 83.54736842  99.61052632],[  94.12849162  124.82681564],[  96.08045977  110.27586207],[ 106.17563218   95.13793103],[ 82.81481481  82.72839506],[  98.96282214  108.51668779],[ 104.42944785   77.54601227],[ 99.8245614   85.77631579],[  88.88235294  112.88235294],[  98.04347826  105.73043478],[ 100.17047244   84.43503937],[ 114.46315789   96.03684211],[ 117.38043478  102.40217391],[  95.68656716  109.19402985],[  92.35443038  107.6835443 ],[ 94.07035176  95.38693467],[ 88.50203417  90.69731489],[ 98.203125  99.234375],[ 102.02453988   82.01840491],[ 107.45652174   97.82608696],[ 101.23478261   88.86956522],[ 101.54120444  101.70879556],[ 87.80851064  94.76595745],[ 102.69296268   90.00776359],[ 103.24945295  101.32020423],[ 111.53333333  104.42666667],[ 95.25974026  99.68831169],[ 109.          105.26530612],[  96.45388442  105.07424416],[  93.75438596  110.57894737],[  98.28356336  102.44542033],[ 155.86923077  104.36923077]
300,[  94.84745763  108.86440678],[  99.44444444  101.80952381],[ 86.35       72.3326087],[ 109.76811594  102.65217391],[ 112.76666667  110.96666667],[ 89.31292517  97.61904762],[ 105.92708333  103.5       ],[  97.83018868  108.77358491],[ 103.6063917    96.93936083],[ 95.45652174  94.54347826],[ 119.97619048   88.38095238],[ 105.21006944  114.796875  ],[ 115.87804878  106.18292683],[  90.55806452  114.05      ],[ 92.84126984  94.14285714],[  98.50906963  103.22264482],[ 120.46835443   98.10126582],[ 110.4         102.15384615],[ 113.75         90.58333333],[ 95.92760181  89.99095023],[ 101.77604167  104.203125  ],[  98.15584416  106.85714286],[ 120.57142857  101.12244898],[  97.33333333  101.23333333],[  88.61317365  103.12694611],[ 89.48523207  95.6835443 ],[ 92.34848485  98.33333333],[  99.88738739  100.93693694],[  65.64646465  107.98484848],[ 104.74846626  117.42944785],[ 100.42937853  107.4519774 ],[  99.90841734  100.62589579],[  85.625       103.34722222],[  98.88285229  105.5713073 ],[ 97.58163265  85.29591837],[ 96.57112971  87.88702929],[ 106.73684211  113.60526316],[  93.26605505  103.01834862],[ 107.55030756   90.17135325],[ 111.81683168   95.61386139],[ 115.14285714   92.79365079],[ 105.34246575  109.68493151],[  96.8961039   103.19480519],[ 93.30348259  98.74129353],[ 86.1300813  91.5799458],[ 100.3030303   93.1969697],[ 99.69536424  89.74172185],[ 87.29069767  82.59302326],[ 97.80508475  97.16101695],[ 101.90797546  102.815479  ],[ 107.30864198  113.7037037 ],[ 100.69718624   91.31531934],[ 104.99635369  104.48040109],[ 117.86153846   99.76923077],[ 100.24175824  104.62637363],[ 111.46666667  110.22222222],[  95.3877551   103.79125364],[  94.70769231  109.47692308],[  96.3802521   102.27240896],[ 134.38625205  106.47626841]
320,[ 96.17241379  96.06896552],[  99.75552486  104.58425414],[ 85.15107914  72.80935252],[ 102.92982456  106.78947368],[ 118.63157895  101.36842105],[  96.10687023  107.66412214],[ 105.94444444  106.58333333],[ 90.94  97.22],[ 102.94553433   96.27826536],[ 112.375   95.   ],[  91.89285714  114.82142857],[ 105.13098592  122.69014085],[ 117.62195122  104.40243902],[  88.71944923  131.4302926 ],[ 86.2037037   97.44444444],[  98.03670496  102.73241804],[ 119.61176471   99.38823529],[ 102.33684211   99.01052632],[ 104.09090909  108.31818182],[ 105.07602339   86.80701754],[ 101.19075145  104.04046243],[  96.6025641   115.58974359],[ 121.86567164  108.31343284],[  93.01515152  112.53787879],[  95.72222222  116.23306233],[ 95.53754941  99.02766798],[ 105.55        107.31666667],[ 101.75586854  100.12676056],[  61.40632054  107.30248307],[ 120.76865672  112.17910448],[ 101.9047619   107.20952381],[  98.25140713  111.07300017],[ 84.37037037  95.55555556],[  98.28548896  100.5615142 ],[ 98.50909091  98.49090909],[ 94.276  87.784],[  98.65625  128.40625],[  96.24  113.03],[ 112.72385679   93.83197448],[ 110.66367713   98.44843049],[ 127.25373134   85.47761194],[ 102.07058824  107.05882353],[ 105.57647059   98.85882353],[ 98.99534884  99.98139535],[ 88.45134858  91.15431888],[ 96.77777778  99.07936508],[ 96.65873016  95.06349206],[ 71.12849162  70.03351955],[ 98.60447761  95.96268657],[  99.12936611  107.02716688],[  92.82608696  124.04347826],[ 100.61374263   93.29233584],[ 100.14285714  108.65857143],[ 110.94  121.62],[  98.32894737  104.15789474],[ 102.75675676  107.62162162],[  98.06775408  110.32873275],[ 104.26785714  118.48214286],[ 101.58817087  100.78094195],[ 108.50606586   94.58232236]
340,[ 102.41176471  100.94117647],[  98.87528345  106.95238095],[ 93.19852941  89.85294118],[ 114.72   92.06],[ 75.94285714  96.6       ],[ 98.04316547  96.0647482 ],[ 117.98076923  109.65384615],[  88.47727273  110.04545455],[ 102.46059416   96.29290449],[ 115.46511628  101.02325581],[ 84.72222222  91.25      ],[  94.16747573  119.63106796],[ 114.83168317  102.73267327],[ 102.02666667  137.50666667],[  90.82051282  105.28205128],[  97.34254743  102.78455285],[ 109.20689655   90.94827586],[ 95.8359375  96.46875  ],[  98.92105263  101.34210526],[ 101.38509317   85.23602484],[ 103.45962733  101.74534161],[  97.48529412  101.88235294],[ 115.07608696   94.06521739],[  95.53571429  118.46428571],[ 104.80357143  129.52008929],[ 104.72727273  102.52447552],[ 102.55813953  108.86046512],[ 96.22748815  95.65876777],[  69.49131122  111.51974724],[ 118.23387097  115.89516129],[  98.66804979  109.21576763],[  97.26480413  118.44700881],[  91.          112.91666667],[ 95.12394958  98.19117647],[ 87.52272727  95.79545455],[ 95.93661972  90.85915493],[  78.23529412  101.64705882],[  91.04477612  107.50746269],[ 109.4859665   106.14010865],[  95.27941176  108.90808824],[ 115.6746988    82.65461847],[ 104.91  113.58],[ 120.36363636   98.40909091],[  96.3697479  100.       ],[ 94.87590909  90.61818182],[ 102.50769231  101.32307692],[  98.37719298  116.86842105],[ 92.6130137   72.50342466],[ 94.84246575  96.06849315],[  99.99795501  115.24846626],[  88.20930233  124.46511628],[ 99.43479087  95.43346008],[  95.45454545  112.37995338],[ 105.70212766  121.21276596],[  96.60416667  110.66666667],[ 111.23076923   95.69230769],[  97.46153846  111.87179487],[ 120.74358974  105.58974359],[ 107.12191582   99.16835994],[ 111.62812089   91.52562418]
360,[ 104.93023256  112.60465116],[  96.59677419  103.89354839],[ 90.32432432  86.11711712],[  95.125  100.625],[ 89.86792453  82.1509434 ],[ 98.15189873  99.32911392],[ 125.11111111   94.03703704],[  96.95238095  116.61904762],[ 101.84122828   96.00975958],[ 117.46428571  115.75      ],[ 82.53030303  75.27272727],[  89.0443038   110.91139241],[ 114.23529412  102.21008403],[  76.55670103  107.53608247],[ 101.91176471   97.41176471],[  97.27459773  103.33526774],[ 95.36363636  86.39393939],[ 97.65333333  98.90666667],[  96.60344828  101.20689655],[ 101.67839196   90.32160804],[  99.70391061  100.58100559],[ 107.02040816  105.65306122],[ 111.45454545  103.88429752],[  91.90625  125.3125 ],[ 108.90967742  137.81290323],[ 104.74418605  106.50830565],[ 115.32142857  108.35714286],[ 97.47511312  97.08144796],[  83.59659781  120.41190765],[ 112.79347826  102.76086957],[ 104.61344538  106.92016807],[  90.34681902  102.5435454 ],[ 119.77419355  127.16129032],[ 92.83066362  94.52631579],[ 97.27777778  93.64814815],[ 98.16666667  98.29824561],[ 92.38888889  93.51851852],[  88.06060606  109.21212121],[ 111.89183874  119.21189774],[ 106.9144385   115.71122995],[ 102.98540146   92.34306569],[ 106.76422764  109.94308943],[ 111.63157895  115.18421053],[ 88.63157895  95.07894737],[ 97.67802963  93.69427093],[ 102.48979592  109.06122449],[  99.14285714  119.79365079],[ 102.24484536   80.32731959],[ 96.26993865  95.90184049],[ 101.01775148  115.85207101],[  77.4893617   123.40425532],[ 99.27922309  95.76550249],[  92.11295681  112.22591362],[ 113.84375  104.75   ],[  98.03125  114.90625],[ 107.36111111  101.02777778],[  90.4245283   113.87735849],[ 120.22857143  113.        ],[ 112.37620579   98.44051447],[ 105.20302172   93.62653447]
380,[ 125.29166667  120.79166667],[ 96.44217687  98.41836735],[ 89.06956522  84.50434783],[  90.5625  104.375 ],[ 94.64197531  82.0617284 ],[ 99.54216867  94.06024096],[  82.68421053  114.89473684],[ 105.11111111  125.        ],[ 101.87153465   97.375     ],[ 111.22727273  125.36363636],[ 89.51724138  80.47413793],[  91.45541401  105.06050955],[ 112.06382979  102.4893617 ],[ 92.81111111  84.71111111],[ 124.07407407  102.74074074],[  96.97748874  103.49524762],[ 89.7   82.35],[  94.00628931  100.52201258],[  93.78481013  103.17721519],[ 99.89298893  97.80073801],[ 100.00507614  104.54822335],[ 108.49090909   98.72727273],[ 106.97484277  112.53459119],[  94.8  118.6],[ 107.01694915  135.25423729],[ 110.46601942  107.30420712],[ 100.          117.66666667],[ 95.8202765   97.99078341],[  89.54774973  123.2118551 ],[ 116.92  122.38],[ 101.04230769  103.23076923],[ 91.18663016  91.02167465],[ 117.24  139.28],[ 96.5179704   94.53488372],[ 95.97701149  91.74712644],[ 94.07017544  97.89473684],[ 91.84337349  93.85542169],[ 107.          109.34615385],[ 104.58002937  132.62408223],[ 116.3372093   122.37209302],[ 81.94444444  97.14814815],[ 108.59060403  109.53691275],[  97.9   119.45],[ 90.87410072  95.96402878],[ 100.50657566   96.21108707],[  92.41666667  108.30555556],[  96.09615385  111.30769231],[ 103.90371991   87.35229759],[ 93.34482759  93.79310345],[  96.45557656  107.48771267],[  86.74626866  101.31343284],[ 99.96768337  97.98347858],[  89.11643836  111.89041096],[ 106.23076923   93.07692308],[ 106.32142857  119.5       ],[ 111.18181818   97.40909091],[  96.24691358  104.03703704],[ 108.          111.94736842],[ 117.84073107   98.91253264],[ 100.94270307   84.41439164]
400,[ 112.85714286  109.82142857],[ 97.79742765  95.81672026],[ 85.54954955  82.62162162],[  96.86206897  119.65517241],[ 85.98958333  84.88541667],[ 96.81767956  96.59116022],[  84.84  104.16],[  82.61904762  120.47619048],[ 102.72339231   98.52541421],[ 106.3    95.65],[ 86.61016949  90.47457627],[  90.52325581  106.89825581],[ 112.44252874  100.12643678],[ 97.28301887  79.97169811],[ 107.35714286  123.78571429],[  96.67543236  103.42407013],[ 96.          89.42857143],[  90.20245399  100.99386503],[  95.61627907  106.63953488],[ 93.08768267  97.55949896],[ 100.85046729  105.59345794],[ 103.32608696  101.67391304],[ 112.33139535  113.39534884],[  99.05  119.7 ],[ 105.60606061  109.87878788],[ 111.45396825  101.8031746 ],[ 120.          127.42857143],[ 95.25541126  94.30735931],[  95.76246334  127.51124145],[  98.46153846  108.88461538],[ 106.68421053  100.27067669],[ 95.48365766  88.92197242],[ 101.47619048  102.80952381],[ 96.67827869  98.99385246],[ 96.14851485  85.24752475],[ 92.88811189  98.68531469],[ 88.68085106  97.88297872],[ 110.30769231  114.38461538],[ 115.20640569  118.4341637 ],[ 114.13157895  116.65789474],[ 81.2         99.53333333],[ 110.375  110.125],[ 108.55   84.35],[ 92.11428571  97.70357143],[ 103.36270063   98.69801117],[ 73.65217391  96.52173913],[  96.40740741  107.        ],[ 111.19354839   90.55734767],[ 90.36781609  94.14942529],[ 94.31947484  98.64770241],[  91.91139241  105.94936709],[  99.22836879  100.49726444],[  89.14191419  111.48514851],[ 100.65217391   96.82608696],[  95.13636364  115.36363636],[ 110.88636364   97.84090909],[ 110.83870968   98.87096774],[  99.05263158  109.68421053],[ 109.74079127   91.22169168],[ 98.66669787  85.56383377]
420,[ 118.61904762  121.52380952],[ 96.57142857  95.2006079 ],[ 82.05102041  81.69387755],[  77.03846154  112.46153846],[  92.91463415  106.12195122],[ 97.2287234   99.15957447],[  86.          108.36363636],[  85.42857143  120.53571429],[ 104.66855524  101.20290368],[ 110.70588235  108.35294118],[  86.94979079  101.71966527],[  87.839599    105.52130326],[ 110.27748691   96.93193717],[ 99.22330097  81.11650485],[  91.52  110.24],[  96.20160036  103.57257168],[ 102.52173913   91.86956522],[ 94.52830189  98.75471698],[  85.86363636  108.94318182],[ 90.32023576  91.30353635],[ 101.14977974  105.16299559],[  88.625  102.975],[ 103.1097561   112.07926829],[  66.625       100.54166667],[ 100.96875  107.9375 ],[ 105.4295082   104.12786885],[ 100.60869565  123.34782609],[  95.53648069  100.26180258],[  96.8379838   129.33123312],[ 87.18518519  81.07407407],[ 106.29387755  101.55918367],[ 95.19489603  91.74272212],[ 101.42105263  111.        ],[  97.49903661  100.54527938],[ 100.39655172   86.5       ],[ 92.01935484  97.50322581],[ 80.51136364  97.54545455],[ 111.75  104.5 ],[ 118.3580786    99.27947598],[ 108.14814815  124.2962963 ],[ 80.          84.68181818],[ 112.23979592  108.94897959],[  92.71428571  101.92857143],[ 92.375       96.96590909],[ 104.31671077  101.50519031],[ 75.     91.375],[ 84.28571429  84.0952381 ],[ 109.17857143   93.06292517],[ 89.40449438  95.36516854],[ 93.66666667  91.76712329],[  97.06849315  105.35616438],[  97.99785293  103.58185722],[  90.45151515  110.59090909],[ 106.71875   96.40625],[  93.76  103.6 ],[ 106.69565217   95.7826087 ],[ 103.31521739   95.95652174],[ 109.23809524  101.19047619],[ 106.45305164   88.22065728],[ 99.7296245  88.7541081]
440,[ 109.23529412  122.23529412],[ 95.3884058  94.2057971],[ 91.45098039  89.74509804],[  95.33333333  115.91666667],[  89.64444444  119.84444444],[ 101.62051282  102.87179487],[ 118.25714286   85.57142857],[  77.55319149  102.91489362],[ 105.54698795   98.09493976],[ 94.96153846  97.34615385],[  78.25991189  108.14537445],[  87.25165563  105.20750552],[ 107.92270531   96.22705314],[ 99.57943925  81.88785047],[  81.96  122.28],[  95.96075976  103.97620539],[ 91.83783784  88.7027027 ],[ 97.19444444  97.17361111],[  93.27631579  105.52631579],[ 93.40155297  91.16528009],[ 100.48598131  103.28971963],[  94.53488372  105.8372093 ],[ 103.0621118   108.41614907],[ 111.2   108.36],[ 109.32  104.76],[ 104.76029963  108.20224719],[  85.33333333  120.29166667],[ 98.38864629  96.61135371],[  95.72217429  126.61863676],[ 90.4137931   79.51724138],[ 106.04888889  102.60888889],[ 93.49004252  95.66368315],[  97.25  112.15],[  97.44145873  103.74472169],[ 96.77118644  86.21186441],[ 88.63529412  98.35294118],[  80.54666667  107.42666667],[ 70.6  89.4],[ 109.18103448   70.8045977 ],[ 106.4  104.2],[ 71.47619048  91.23809524],[ 110.38317757  110.86448598],[ 120.79411765   95.14705882],[  92.96103896  106.72294372],[ 105.2070626  105.2929374],[  98.59090909  100.        ],[  89.   102.2],[ 107.21081081   91.30630631],[ 87.65882353  91.08823529],[ 95.07259953  88.78220141],[  95.66071429  113.42857143],[  98.38766007  100.67908421],[  92.88169014  108.8       ],[ 100.62162162   82.51351351],[ 95.77272727  93.59090909],[ 108.48717949   95.66666667],[ 106.08910891   92.84158416],[ 118.44   93.12],[ 108.09084158   86.96831683],[  96.2258665   105.24473684]
460,[ 112.37037037  106.18518519],[ 94.45762712  93.11016949],[ 92.11340206  81.88659794],[  99.85  101.45],[  93.23529412  105.11764706],[ 100.67420814   97.95475113],[ 103.06818182   85.95454545],[ 89.95348837  98.69767442],[ 105.66870043   95.4575961 ],[ 112.45714286   94.74285714],[  81.45631068  113.97087379],[  89.36380256  102.75319927],[ 113.38666667   97.70666667],[ 106.82407407   87.47222222],[  93.36111111  106.19444444],[  96.12247301  104.01256133],[ 95.17777778  96.8       ],[ 94.61428571  96.90714286],[  97.04918033  111.19672131],[ 93.10271547  92.17197954],[ 102.43809524  103.61428571],[  96.75        108.51923077],[  99.27027027  109.17567568],[  90.11111111  108.27777778],[ 67.57692308  91.92307692],[  99.47391304  102.6       ],[ 70.6969697   94.33333333],[ 103.3787234    94.46382979],[  94.78539626  124.27426536],[ 104.69230769   80.80769231],[ 103.47058824  103.14438503],[ 96.0206956   96.44438057],[ 87.75  97.75],[  99.62156863  105.51176471],[ 95.68253968  87.03968254],[ 91.35638298  97.86702128],[  74.98148148  105.48148148],[ 87.93333333  78.06666667],[ 114.45504087   82.41416894],[ 68.26666667  79.11111111],[ 83.05263158  88.55263158],[ 110.00851064  109.18297872],[ 103.05128205   80.20512821],[  95.83690987  109.99141631],[ 105.9843108   107.52969742],[  85.5862069   111.55172414],[ 103.44444444   98.16666667],[ 100.98825832   90.34833659],[ 84.39694656  99.08396947],[ 95.87788018  88.46313364],[ 103.89230769  128.        ],[ 99.16376663  96.39611054],[  92.32795699  107.75268817],[ 95.63265306  87.06122449],[ 94.31428571  96.37142857],[ 111.31428571  100.37142857],[ 107.88372093   86.46511628],[  94.16666667  104.91666667],[ 107.50969529   91.85405125],[  90.07555253  114.44338429]
480,[ 95.81081081  99.16216216],[ 92.33333333  90.90288714],[ 86.30081301  78.10569106],[ 98.19444444  90.19444444],[ 99.4375  84.25  ],[ 105.24778761  104.94247788],[ 104.0625       93.52083333],[  88.60784314  109.03921569],[ 107.62598708   93.87437186],[ 98.65789474  97.55263158],[  95.11428571  101.05714286],[  90.8370607  102.8115016],[ 112.272   98.616],[ 104.72131148   86.46721311],[ 105.35   95.  ],[  96.83741034  103.96523818],[ 102.14  104.72],[ 97.38297872  97.08510638],[  80.61111111  109.        ],[ 91.81345049  93.88137884],[ 101.33653846   99.61538462],[ 104.76923077  102.07692308],[ 104.33576642  103.26277372],[ 93.625       98.66666667],[ 76.3902439   94.12195122],[  99.22  106.86],[ 79.06666667  93.15555556],[ 103.29816514   92.93577982],[  93.52020202  121.96262626],[ 100.27272727   80.69090909],[  96.07027027  102.01081081],[ 100.15284441   95.64701851],[  86.61538462  100.61538462],[ 101.45297505  106.28023033],[ 93.28346457  87.36220472],[ 91.20103093  94.95876289],[  75.69444444  112.61111111],[ 95.53658537  94.43902439],[ 100.91610738   79.06711409],[ 73.02857143  85.87142857],[ 71.85714286  99.75824176],[ 112.33707865  107.95131086],[ 99.39130435  98.7826087 ],[ 101.11587983  109.05150215],[ 107.14185111  106.17756539],[  89.94594595  102.59459459],[ 101.69642857  102.23214286],[ 97.26681128  87.63340564],[  86.25925926  103.00925926],[ 92.22522523  88.47072072],[ 102.24390244  127.2195122 ],[ 103.74701412   95.30347448],[  92.39845758  107.12082262],[ 90.69491525  83.6440678 ],[ 99.44  84.8 ],[ 102.1875   113.90625],[ 102.41818182   94.08181818],[ 114.63157895  107.26315789],[ 103.60738595   97.06459088],[  85.91233184  118.51098655]
500,[ 96.45945946  97.45945946],[ 92.46100917  89.27293578],[ 90.34131737  76.74850299],[ 94.72340426  90.80851064],[ 125.33333333   87.75      ],[ 106.51428571   99.04489796],[ 99.22368421  63.51315789],[  87.80597015  102.07462687],[ 109.51595745   91.18617021],[ 97.51162791  99.25581395],[  94.45833333  103.58333333],[  91.07267833  102.28129206],[ 111.74817518  101.65693431],[ 92.09202454  75.04907975],[ 102.09090909  111.12727273],[  97.33205908  104.22050391],[  97.90566038  102.9245283 ],[ 94.20529801  96.09933775],[ 122.76  113.72],[ 91.62285314  96.92534175],[ 102.46039604   99.32673267],[ 105.37313433   90.34328358],[ 105.45454545   95.6       ],[ 99.18181818  91.67272727],[ 85.09230769  90.72307692],[ 104.55714286   97.97142857],[  86.04615385  106.93846154],[ 101.94418605   92.90232558],[  93.78139535  116.08255814],[ 114.99082569   61.48623853],[  88.52247191  107.59550562],[ 105.7702219    94.57193987],[ 90.84090909  95.54545455],[ 101.93189964  107.08781362],[ 94.33050847  90.59322034],[ 91.92694064  96.88127854],[ 77.07692308  83.69230769],[ 105.37288136   92.59322034],[ 83.80622837  75.39792388],[ 80.83478261  83.52173913],[  71.33552632  100.74342105],[ 112.52961672  106.71428571],[ 89.16666667  87.33333333],[ 100.38114754  102.62704918],[ 105.78008552  105.24923641],[  84.82692308  101.80769231],[ 95.33333333  95.05882353],[ 97.12652068  84.31873479],[  81.96774194  106.4516129 ],[ 94.49655172  89.62298851],[  76.21052632  123.10526316],[ 106.93734209   91.50581102],[  92.64303178  107.86308068],[ 119.84848485   88.96969697],[ 90.17857143  81.92857143],[ 100.25        113.58333333],[ 99.14953271  90.92523364],[ 109.82692308  105.17307692],[ 100.79289855  100.67318841],[  87.50179533  129.91651706]
