iteration,total_sp,total_count,prod_sp,prod_count,mut_prod_sp,mut_prod_count,herb_sp,herb_count,mut_sp,mut_count,prim_pred_sp,prim_pred_count,sec_pred_sp,sec_pred_count,shannon_index,shannon_eq,shannon_index_prods,shannon_eq_prods,shannon_index_herbs,shannon_eq_herbs,shannon_index_interm,shannon_eq_interm,shannon_index_top,shannon_eq_top
1929,60,38744,11,7185,5,7965,8,3001,8,7497,23,10383,5,2713,4.139594399220128,0.7008076977585656,2.393894564923826,0.5984736412309565,1.6683510915540074,0.41708777288850185,3.0065810969613023,0.6646490367917951,1.825761448567456,0.7863126565321242
1930,60,38720,11,7195,5,7932,8,2995,8,7488,23,10387,5,2723,4.1392646456292965,0.7007518725176043,2.395217456073101,0.5988043640182753,1.664167656366291,0.41604191409157276,3.004590781878975,0.6642090483265852,1.8241870792689685,0.7856346125815152
1931,60,38654,11,7192,5,7934,8,2979,8,7447,23,10382,5,2720,4.13922335645645,0.7007448825163205,2.394032357955677,0.5985080894889192,1.6663830311650554,0.41659575779126384,3.0041957372534935,0.6641217178933295,1.8138271032627198,0.7811728137734211
1932,60,38685,11,7206,5,7966,8,2982,8,7409,23,10418,5,2704,4.143776254522568,0.7015156599655428,2.3961860745705135,0.5990465186426284,1.678105474071968,0.419526368517992,3.00695307698653,0.6647312684554356,1.80921041079844,0.7791845125532216
1933,60,38592,11,7206,5,7922,8,2952,8,7375,23,10433,5,2704,4.147334374959295,0.7021180277221712,2.397219709598999,0.5993049273997497,1.6839117525080787,0.42097793812701967,3.008514130157648,0.6650763622523777,1.8019672932930462,0.7760650716362776
1934,60,38555,11,7213,5,7890,8,2939,8,7375,23,10418,5,2720,4.144036371299088,0.7015596961250602,2.392678547479179,0.5981696368697947,1.6795508694410834,0.41988771736027086,3.0030159814986854,0.6638609155065669,1.8070779497668186,0.7782661115758973
1935,60,38514,11,7207,5,7890,8,2943,8,7332,23,10418,5,2724,4.145912761688901,0.7018773573986934,2.3925796842497715,0.5981449210624429,1.681384296689865,0.4203460741724663,3.0066930876627365,0.6646737939859094,1.8020929382686308,0.7761191839819016
1936,60,38550,11,7202,5,7890,8,2952,8,7335,23,10450,5,2721,4.147190667101856,0.7020936988718035,2.3889471802507125,0.5972367950626781,1.6861990154165087,0.4215497538541272,3.009975110600498,0.6653993334987189,1.8041267577775673,0.7769951023677528
1937,60,38529,11,7216,5,7891,8,2960,8,7289,23,10456,5,2717,4.148065877162005,0.702241866515335,2.3873819703365373,0.5968454925841343,1.690237390529634,0.4225593476324085,3.0110599818899217,0.6656391602768117,1.800880725599893,0.7755971124020766
1938,60,38563,11,7227,5,7905,8,2993,8,7280,23,10444,5,2714,4.147959076175583,0.7022237857696884,2.387777904963192,0.596944476240798,1.693519029211685,0.42337975730292127,3.0112071911722564,0.6656717030569846,1.7977335176835618,0.7742416837291297
1939,60,38538,11,7224,5,7909,8,2975,8,7257,23,10459,5,2714,4.147490014615949,0.7021443765522596,2.386190851816694,0.5965477129541735,1.6900690612112184,0.4225172653028046,3.0106114418370913,0.6655400038913818,1.8030384862015425,0.7765264093111414
1940,60,38495,11,7243,5,7905,8,2959,8,7228,23,10449,5,2711,4.145851719130236,0.7018670232715114,2.3862561224631453,0.5965640306157863,1.6843110148181573,0.4210777537045393,3.009508180169261,0.6652961116492622,1.80298527719863,0.7765034934409085
1941,60,38479,11,7248,5,7910,8,2974,8,7206,23,10438,5,2703,4.145772133630395,0.7018535499392137,2.384482714942893,0.5961206787357233,1.6852307235746458,0.42130768089366144,3.014532965618923,0.6664069144852737,1.7964908663018193,0.7737065029091558
1942,60,38379,11,7246,5,7879,8,2973,8,7184,23,10391,5,2706,4.145007899920198,0.701724169904519,2.385526695473426,0.5963816738683565,1.6927024372629762,0.42317560931574405,3.0044681172038565,0.6641819314933661,1.7921443274388271,0.77183455051211
1943,60,38399,11,7266,5,7861,8,2973,8,7181,23,10400,5,2718,4.145686897701404,0.7018391200242506,2.385694428235606,0.5964236070589015,1.6938896579292166,0.42347241448230416,3.0034951178188227,0.6639668356475513,1.7908518877798132,0.7712779270482484
1944,60,38431,11,7262,5,7888,8,2972,8,7185,23,10405,5,2719,4.144226597040163,0.70159190016507,2.382909957256205,0.5957274893140513,1.692636631101146,0.4231591577752865,3.003771673914271,0.6640279724459714,1.791555218540807,0.7715808351195803
1945,60,38442,11,7254,5,7860,8,2977,8,7205,23,10435,5,2711,4.142819126696604,0.7013536241515266,2.379148385670586,0.5947870964176465,1.6878451331071376,0.4219612832767844,3.0087565317433524,0.6651299486933414,1.7868871327249456,0.7695703999876139
1946,60,38496,11,7257,5,7851,8,2995,8,7238,23,10441,5,2714,4.145108431115197,0.701741189213303,2.380038213626306,0.5950095534065765,1.6945927639674525,0.4236481909918631,3.0111095058928967,0.665650108287131,1.785879561330265,0.7691364626073396
1947,60,38530,11,7273,5,7842,8,2986,8,7269,23,10449,5,2711,4.14222499853374,0.7012530419326336,2.3805809046736446,0.5951452261684111,1.6867044832438418,0.42167612081096045,3.0084354820813637,0.6650589759366715,1.7868892384100663,0.7695713068568341
1948,60,38563,11,7285,5,7834,8,3015,8,7263,23,10449,5,2717,4.140244789925512,0.7009178048775068,2.379360423930554,0.5948401059826385,1.6840830394964121,0.42102075987410303,3.006268957921209,0.6645800338593437,1.7858060578700572,0.7691048063900908
1949,60,38502,11,7304,5,7784,8,3030,8,7215,23,10440,5,2729,4.14137680776888,0.7011094484884804,2.377824724112896,0.594456181028224,1.690551172287462,0.4226377930718655,3.0021440757124433,0.6636681678898189,1.7865077395450917,0.7694070042387579
1950,60,38485,11,7312,5,7760,8,3029,8,7213,23,10444,5,2727,4.13978946130617,0.7008407205618297,2.376087146314511,0.5940217865786277,1.6925704021367638,0.42314260053419095,2.997561772143362,0.6626551821910277,1.7806493451117231,0.7668839310883584
1951,60,38515,11,7316,5,7763,8,3041,8,7234,23,10427,5,2734,4.137638248644527,0.7004765335793856,2.3726457641988796,0.5931614410497199,1.6990400734077764,0.4247600183519441,2.992513077428012,0.6615390938596655,1.772699693808483,0.7634602026271953
1952,60,38483,11,7325,5,7755,8,3005,8,7247,23,10412,5,2739,4.134925626123204,0.7000173033841726,2.3703035881896346,0.5925758970474087,1.696557274357555,0.42413931858938875,2.988717905683505,0.6607001152447212,1.7683005574310058,0.761565597713648
1953,60,38427,11,7341,5,7743,8,2998,8,7228,23,10371,5,2746,4.134461261858145,0.6999386893896279,2.37150090834264,0.59287522708566,1.6908772629968825,0.4227193157492206,2.99191735676541,0.661407401032555,1.767279774881171,0.7611259705985437
1954,60,38420,11,7365,5,7735,8,3019,8,7220,23,10335,5,2746,4.134658161472332,0.6999720232750284,2.3762952857961244,0.5940738214490311,1.6912319613798126,0.42280799034495314,2.988969056186641,0.6607556357627501,1.7682174602067555,0.7615298096871224
1955,60,38431,11,7367,5,7742,8,3033,8,7198,23,10339,5,2752,4.135067477442463,0.7000413179341227,2.3723614572533274,0.5930903643133318,1.6940039365873107,0.4235009841468277,2.9901783896834586,0.661022976745048,1.7762478639770036,0.7649883163428324
1956,60,38400,11,7380,5,7733,8,3024,8,7195,23,10318,5,2750,4.134281161922432,0.6999081995857627,2.3721880551944525,0.5930470137986131,1.6978513726562992,0.4244628431640748,2.9852142407173066,0.6599255784968588,1.7756155857440146,0.7647160089297039
1957,60,38386,11,7392,5,7727,8,3025,8,7194,23,10296,5,2752,4.1313476121286845,0.6994115677713986,2.373979572652555,0.5934948931631387,1.6894538255155551,0.4223634563788888,2.9809182524556253,0.6589758870140376,1.7779512834706954,0.7657219391873307
1958,60,38319,11,7397,5,7678,8,3022,8,7165,23,10299,5,2758,4.130619238482412,0.6992882586234664,2.371690280639739,0.5929225701599348,1.6869257276818328,0.4217314319204582,2.9805640878843396,0.6588975937189029,1.7743020798351372,0.7641503127258596
1959,60,38246,11,7400,5,7642,8,3006,8,7191,23,10256,5,2751,4.126980234072626,0.698672197711065,2.369502913017167,0.5923757282542917,1.6855046765078252,0.4213761691269563,2.9765461413989764,0.6580093674661414,1.7682517317372735,0.7615445696319257
1960,60,38255,11,7409,5,7660,8,2990,8,7207,23,10242,5,2747,4.123943064759039,0.6981580237536458,2.3658660886297804,0.5914665221574451,1.683518134070105,0.42087953351752627,2.9757355944598642,0.657830184126334,1.7662712231038171,0.7606916109904341
1961,60,38164,11,7423,5,7654,8,2983,8,7161,23,10194,5,2749,4.121900622221615,0.6978122508796835,2.3664475806157097,0.5916118951539274,1.6798934772832188,0.4199733693208047,2.970804580443843,0.6567401108469311,1.7694921105980859,0.7620787717304074
1962,60,38116,11,7437,5,7647,8,2976,8,7118,23,10190,5,2748,4.12131239465397,0.6977126675950223,2.3658470919546364,0.5914617729886591,1.6782659119785541,0.41956647799463853,2.969313740845437,0.6564105387944449,1.7692155093716657,0.7619596460662539
1963,60,38136,11,7454,5,7635,8,2981,8,7134,23,10171,5,2761,4.114938720081979,0.6966336439583345,2.365772822581293,0.5914432056453233,1.6646702510366973,0.4161675627591743,2.9595569455601773,0.6542536554843367,1.7705102707413964,0.7625172694364959
1964,60,38112,11,7463,5,7625,8,3002,8,7104,23,10154,5,2764,4.113170801238137,0.6963343462457349,2.363712248621559,0.5909280621553897,1.6657267972867051,0.4164316993216763,2.9551697678857494,0.6532838052386573,1.7708028270803031,0.7626432665935788
1965,60,38088,11,7467,5,7587,8,3013,8,7095,23,10150,5,2776,4.114716979679782,0.6965961046813481,2.362892213341354,0.5907230533353385,1.6690133378361833,0.41725333445904583,2.9546402899382196,0.6531667563394329,1.776636035759317,0.7651554928299803
1966,60,38146,11,7477,5,7578,8,3015,8,7094,23,10191,5,2791,4.117528627678851,0.697072099276738,2.363478352992171,0.5908695882480427,1.6708492809752773,0.4177123202438193,2.957304852799241,0.6537557972074272,1.7771776568572528,0.7653887563402193
1967,60,38072,11,7470,5,7535,8,3043,8,7064,23,10164,5,2796,4.1146247792272685,0.6965804957156797,2.360374226851602,0.5900935567129005,1.6674676065774603,0.4168669016443651,2.9527523631032038,0.6527494023044146,1.7799580345472905,0.7665861998339087
1968,60,38094,11,7466,5,7474,8,3071,8,7092,23,10188,5,2803,4.113424983345813,0.6963773777025668,2.357154045790474,0.5892885114476185,1.664545935682631,0.4161364839206578,2.954660076519583,0.653171130454689,1.775834652907776,0.7648103560217796
