predator/prey,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.006666167328290016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0.004150702426564496,0.00785024154589372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025252525252525255,0,0,0.0035460992907801418,0,0,0,0,0,0,0,0,0,0,0,0,0.004424778761061947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044444444444444444,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00819672131147541,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0.0041031941031941035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030431432973805853,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0.0019817677368212444,0.0020376175548589342,0,0,0,0,0.004020623433139398,0,0.002423112767940354,0,0,0,0,0.0013932427725531174,0.0012099213551119178,0.0026436781609195403,0,0,0.001986660990492408,0,0,0,0,0,0.0033325850845233366,0,0,0,0,0.002898091335159735,0,0,0.002075351213282248,0,0,0,0,0.0019438810006761325,0,0,0,0,0,0.002987206961491006,0.0037724727379899793,0,0.0024630541871921183,0,0,0,0,0,0,0,0,0.0037444979869411935
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322061191626409,0,0,0,0,0,0.0031677951710173957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040530582166543845,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028824122303412573,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0.0016975850565242642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011177347242921013,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0.00293470286133529,0,0,0,0,0,0.001926276157954645,0,0,0,0,0,0,0,0.004106009705113848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004728132387706856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001519756838905775,0,0,0,0,0.002441576560865016,0,0,0,0.0037745684828358497
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004240657301881791,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546448087431694,0,0,0,0
20,0,0,0,0,0.003060344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026785714285714286,0,0,0,0,0.0023360655737704916,0,0,0,0.0027461433756805808
21,0,0,0,0,0,0,0,0,0,0.0031804486106461333,0,0,0,0,0,0,0,0,0,0,0,0.001252740369558409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035423773287850957,0,0
22,0,0,0,0.008064516129032258,0,0,0,0,0,0.006674082313681869,0,0,0,0,0,0,0,0,0,0,0.0,0.0036420395421436005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038164470695138575,0,0,0,0.0016468080984210016,0,0,0,0,0,0,0,0,0,0,0,0,0.0026155187445510027,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026590693257359924,0,0,0,0,0,0,0,0,0,0,0
24,0,0.0032275416890801506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003975616220514179,0,0,0,0,0,0,0
25,0,0.0033389687235841083,0,0,0,0,0,0,0,0,0,0.0022454382149948,0,0.0018586005830903791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002857142857142857,0.001287001287001287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029571012078300706,0,0,0,0,0,0,0
26,0,0,0,0.004018169112508735,0,0,0,0,0,0.0023855996530036867,0,0,0,0,0,0,0,0,0,0,0,0.004361939541489146,0,0,0,0,0,0,0,0.002445842068483578,0,0,0,0,0,0,0,0,0,0,0.0036141376561254317,0,0.0032296447390787013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003994560598334183,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003732736095558044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0.00336417157275021,0.002757158006362672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004656319290465632,0,0,0,0,0
29,0,0,0.001622687195349987,0,0,0,0,0,0,0,0,0,0,0.002922112760978202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020548232244518272,0,0,0.0019735485581313145,0.0019669143354671646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018106870450603442,0,0,0,0,0,0,0.0016615832840169344,0,0,0
30,0.0038029100529100527,0,0,0,0,0.001893939393939394,0,0,0,0,0,0,0,0,0,0.002055129328588205,0,0,0,0.002199074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025899175603706134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0.004383401519579193,0,0,0,0,0,0,0,0,0,0,0,0.0029387643521049753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002977553825011452,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0.002087683600652838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020063727480259166,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0.003041689032027196,0,0,0,0,0,0,0,0.006102212051868803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003321256038647343,0,0,0,0,0,0,0,0,0,0,0,0.00189520624303233,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0.002803854412521517,0,0,0,0,0.0025799690934293694,0,0,0,0,0.0027236691714695653,0,0,0,0,0,0.0027131965183494217,0,0,0,0,0,0,0,0,0,0,0,0,0.003027113668842455,0,0,0,0,0,0.0021682599389400196,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0042917166866746695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036429872495446266,0,0,0,0
38,0,0.0028846153846153848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
